V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apple,Q2.4_5,Q2.4_loquat,Q2.4_rambutan,Q2.4_mangosteen,Q2.4_peach,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q10.2_1,Q10.2_2,Q10.2_3,Q10.2_4,Q10.2_5,Q10.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,LocationLatitude,LocationLongitude,LocationAccuracy
R_eqGYFFFLB8wB4IB,Default Response Set,Anonymous,,,91.221.58.205,0,5/6/16 3:40,5/6/16 3:46,1,401512,2,,1,,,,,,,,,,1,4,2,2,1,1,4,5,5,5,3,4,,4,4,4,4,6,4,5,5,4,5,5,6,5,6,6,5,6,5,6,4,5,6,6,5,5,6,5,5,6,5,6,2,5,6,5,4,5,6,4,1,,,,3,1,,,,,,,,,,,,2,2,2,3,1,2,1,1,1,2,3,4,3,3,4,4,3,4,3,4,5,5,1,1,4,1,,12,2,51,9,-1
R_578HPExVM85d8wJ,Default Response Set,Anonymous,,,92.79.37.203,0,5/6/16 3:29,5/6/16 3:48,1,401510,2,,1,,,,,,,,,,1,3,2,1,1,2,5,5,5,3,3,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.38330078,7.100006104,-1
R_5dOsZkaMXIzlxd3,Default Response Set,Anonymous,,,91.97.206.167,0,5/6/16 3:47,5/6/16 3:48,1,401515,2,,2,,,,,,,,,1,,3,1,1,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.91670227,7.333297729,-1
R_8oBgotNbHJgWJsF,Default Response Set,Anonymous,,,134.100.153.196,0,5/6/16 3:41,5/6/16 3:51,1,401513,2,,1,,,,,,,,,,1,4,1,2,3,2,1,5,5,5,3,4,,5,7,2,2,6,3,1,2,4,6,2,6,5,5,7,7,7,6,4,5,4,3,5,4,2,6,3,6,6,5,6,2,2,6,1,2,4,7,5,1,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,2,3,2,4,4,1,1,4,2,1,11,2,53.55000305,10,-1
R_41o9Y643ccgGPsN,Default Response Set,Anonymous,,,213.47.205.5,0,5/6/16 3:47,5/6/16 3:56,1,800322,2,,1,,,,,,,,,,1,5,3,2,1,3,2,5,5,3,3,2,,5,7,3,4,6,2,2,4,5,5,1,6,3,5,5,5,6,5,4,6,7,6,6,3,2,2,2,6,5,5,3,2,5,7,1,5,5,5,3,2,,,,3,1,,,,,,,,,,,,3,3,3,3,3,1,2,1,3,3,7,7,7,7,7,7,4,3,3,4,3,3,2,1,5,2,1,25,4,47.26669312,11.3999939,-1
R_0D4SwOPzwHCDy6N,Default Response Set,Anonymous,,,193.171.155.67,0,5/6/16 3:51,5/6/16 4:01,1,800323,2,,1,,,,,,,,,,1,4,3,1,3,1,1,5,5,5,3,2,,6,6,2,4,4,2,1,1,2,7,1,4,1,7,7,7,7,4,2,4,6,6,6,2,4,7,2,4,7,2,7,2,1,6,1,1,5,7,6,1,,,,,,,,,,,,,,,4,1,2,2,2,2,2,1,1,1,2,5,,,,,,,1,1,1,1,1,1,1,2,1,1,,16,3,48.19999695,16.36669922,-1
R_3DhfgdqTvuDotjT,Default Response Set,Anonymous,,,217.225.123.83,0,5/6/16 4:02,5/6/16 4:03,1,401516,2,,2,,,,,,,,,,1,4,2,2,2,2,5,5,5,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.25970459,11.14570618,-1
R_b2sIYLbqDGXmHdz,Default Response Set,Anonymous,,,92.216.100.151,0,5/6/16 4:04,5/6/16 4:08,1,401518,2,,1,,,,,,,,,,1,4,1,1,1,1,1,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51669312,13.3999939,-1
R_dd9vFoUM6sMwPzL,Default Response Set,Anonymous,,,87.169.72.71,0,5/6/16 4:09,5/6/16 4:11,1,401519,2,,2,,,,,,,,,,1,8,4,1,4,1,3,5,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.72810364,10.73910522,-1
R_cDa9dUQpOldgMx7,Default Response Set,Anonymous,,,90.146.223.40,0,5/6/16 3:38,5/6/16 4:21,1,800321,2,,1,,1,1,,,,,,,,5,1,1,1,1,3,5,5,5,3,2,,4,7,2,2,5,3,2,5,5,5,2,4,3,5,6,6,2,2,3,5,5,3,5,2,4,6,2,6,7,1,6,2,5,5,2,4,4,4,4,1,,,,,,,,2,2,2,2,2,3,1,,,2,3,2,1,2,1,3,3,2,5,,,,,,,5,4,4,,3,5,2,2,3,6,4,21,2,48.19999695,16.36669922,-1
R_5nWAJ4U3e5Idy4Z,Default Response Set,Anonymous,,,84.130.172.229,0,5/6/16 4:15,5/6/16 4:25,1,401520,2,,1,,,,,,,,,,1,8,2,1,2,3,4,5,5,5,4,4,,5,6,4,4,7,2,3,3,6,4,3,6,4,4,5,4,5,4,3,4,6,4,7,4,4,4,3,4,4,3,5,2,6,5,4,4,3,3,4,6,,,,,,,,3,2,3,3,3,4,1,,,3,3,3,3,2,1,2,3,2,5,,,,,,,3,4,3,3,4,3,1,5,3,4,1,54,4,49.44709778,6.631195068,-1
R_9WFaGRMikNLrJMF,Default Response Set,Anonymous,,,134.100.172.23,0,5/6/16 4:26,5/6/16 4:35,1,401521,2,,1,,,,,,,,,,1,8,1,2,1,2,3,5,5,5,3,4,,3,6,5,3,1,1,1,2,5,5,1,4,,5,6,5,6,4,2,2,4,5,4,6,3,5,4,4,5,1,5,2,2,4,4,5,4,5,5,1,,,,,,4,1,,,,,,,,,,2,1,1,2,1,2,1,2,1,5,,,,,,,4,2,4,2,2,2,1,5,2,1,,60,3,53.55000305,10,-1
R_cLSiS2lZq40kJbT,Default Response Set,Anonymous,,,217.86.180.195,0,5/6/16 4:04,5/6/16 4:39,1,401517,2,,1,,,,,,,,,,1,4,1,1,1,1,2,5,5,4,3,4,,4,7,5,3,5,2,2,4,4,5,3,4,3,5,5,5,7,4,4,6,5,6,6,2,4,6,3,5,6,2,6,2,6,7,2,3,4,4,4,1,,,,,,4,1,,,,,,,,,,2,3,3,1,1,3,2,3,1,3,6,6,7,7,7,6,2,3,3,4,4,4,2,1,6,3,1,19,5,51,9,-1
R_9QxXSYGy0nDjlFX,Default Response Set,Anonymous,,,78.43.42.71,0,5/6/16 4:38,5/6/16 4:43,1,401522,2,,1,,,,,,,,,,1,5,2,2,3,1,4,5,5,5,3,4,,4,4,4,4,7,4,5,4,,4,5,4,6,5,5,5,6,6,3,6,5,5,6,4,4,4,4,3,4,2,3,2,5,5,4,1,5,5,5,1,,3,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,1,1,5,,,,,,,1,1,1,1,1,2,1,5,3,1,,30,2,48.41059875,8.007507324,-1
R_6EFUGsdl5sM2Lv7,Default Response Set,Anonymous,,,109.45.0.66,0,5/6/16 4:42,5/6/16 4:48,1,401525,2,,1,,,,,,,,,,1,4,1,2,1,1,1,3,5,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51669312,13.3999939,-1
R_b2eeugYmA8lEFEh,Default Response Set,Anonymous,,,217.254.86.108,0,5/6/16 4:41,5/6/16 4:48,1,401524,2,,1,,,,,,,,,,1,5,1,1,1,1,1,,5,5,3,4,,3,7,2,1,6,2,1,2,6,7,1,6,3,6,7,7,7,2,2,6,7,6,7,2,7,7,1,4,7,6,7,2,6,6,1,4,2,2,5,1,,,,,,,,,,,,,,,3,1,2,2,2,1,2,1,2,1,1,3,6,6,6,7,7,7,2,3,3,4,3,3,2,1,3,2,2,22,4,49.8999939,10.66670227,-1
R_9XKcxX73GSTaKup,Default Response Set,Anonymous,,,93.223.183.90,0,5/6/16 4:45,5/6/16 4:51,1,401530,2,,1,,,,,,,,,,,7,3,1,2,1,3,5,5,5,3,4,,4,7,5,3,4,2,5,2,4,6,2,4,3,5,5,5,6,4,4,4,6,7,4,4,4,5,1,2,5,4,5,1,5,4,2,4,4,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.21670532,6.766693115,-1
R_0fAmQVujBwOq89n,Default Response Set,Anonymous,,,83.135.103.50,0,5/6/16 4:42,5/6/16 4:51,1,401526,2,,1,,,,,,,,,,1,5,3,1,1,1,4,5,5,5,3,4,,5,5,4,4,6,2,3,4,4,4,2,5,4,5,5,6,7,5,3,6,6,6,4,5,4,5,1,6,5,5,5,2,5,6,3,4,4,4,5,1,,,,,,,,3,2,3,3,2,4,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,3,3,3,3,3,3,2,1,3,2,1,27,2,51.44180298,7.56829834,-1
R_2rjnS67g3sIrosB,Default Response Set,Anonymous,,,171.18.29.130,0,5/6/16 4:38,5/6/16 4:51,1,401523,2,,1,,,,,,,,,,1,3,3,1,1,1,2,5,5,5,3,4,,7,7,7,1,7,1,1,2,6,7,1,7,2,4,5,7,7,6,2,7,6,5,4,4,1,7,4,6,7,6,7,2,6,4,6,1,6,7,6,1,,,,2,1,,,,,,,,,,,,2,2,2,1,1,2,2,2,1,2,7,7,7,7,7,7,1,1,2,2,3,4,2,1,1,2,1,10,3,51,9,-1
R_1FHeUCYbIUtscbH,Default Response Set,Anonymous,,,84.133.229.169,0,5/6/16 4:44,5/6/16 4:52,1,401528,2,,1,,1,,,,,,,,,7,3,2,1,2,3,5,5,5,4,4,,5,6,2,4,2,2,1,2,5,6,2,3,5,5,6,4,6,4,2,2,6,6,6,4,4,6,2,5,6,2,6,2,5,6,2,4,4,5,4,1,,7,1,,,,,,,,,,,,,,2,2,2,2,2,2,3,1,3,5,,,,,,,4,2,3,2,5,3,1,1,5,3,1,44,3,48.68330383,9.383300781,-1
R_8vKYih5xX2G7Yl7,Default Response Set,Anonymous,,,213.23.211.158,0,5/6/16 4:49,5/6/16 4:52,1,401532,2,,2,,1,,,,,,,,,2,2,1,1,1,2,5,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.58329773,8.649993896,-1
R_9ZYfkSG4Lcc2Xvn,Default Response Set,Anonymous,,,93.223.60.173,0,5/6/16 4:44,5/6/16 4:54,1,401529,2,,1,,,,,,,,,,1,6,2,2,1,1,3,5,5,5,3,4,,6,7,2,5,7,1,3,2,4,6,1,4,3,6,6,6,7,6,3,5,7,4,6,3,2,6,2,4,7,3,6,2,4,7,5,2,5,7,3,1,,,,2,1,,,,,,,,,,,,2,2,2,2,1,2,2,1,1,5,,,,,,,1,1,1,1,1,1,2,1,4,1,,39,2,49.0007019,12.07339478,-1
R_9uWuNFev6LmqfHv,Default Response Set,Anonymous,,,194.166.222.114,0,5/6/16 4:53,5/6/16 4:54,1,800325,,,2,,,1,,,,,,,,2,2,2,3,2,2,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19250488,15.10319519,-1
R_6FjNuTp12cR8wmh,Default Response Set,Anonymous,,,80.129.194.184,0,5/6/16 4:49,5/6/16 4:56,1,401531,2,,1,,,1,,,,,,,,6,2,2,3,2,3,5,5,5,3,4,,7,6,4,3,5,4,2,2,6,6,2,4,2,6,7,7,7,6,2,6,6,6,6,1,4,7,3,2,2,3,6,2,6,6,5,2,5,6,6,1,,,,,,3,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,4,7,7,7,7,7,7,3,3,3,3,3,3,1,1,4,3,1,34,2,52.126297,11.60110474,-1
R_41jMrR91lVL2aZ7,Default Response Set,Anonymous,,,92.206.107.5,0,5/6/16 4:49,5/6/16 4:56,1,401533,2,,1,,,,,,,,,,1,7,1,1,1,2,3,5,5,5,3,4,,5,6,7,2,7,1,1,2,5,7,3,6,2,7,7,7,7,5,1,7,6,5,4,4,2,7,1,3,7,4,7,2,6,7,2,2,5,5,6,1,,,,,,,,,,,,,,,4,1,2,1,2,2,1,2,1,1,1,5,,,,,,,2,3,2,2,4,3,1,1,2,1,,43,2,51.43780518,14.24920654,-1
R_9RXU2HJRURWXi6h,Default Response Set,Anonymous,,,77.22.26.182,0,5/6/16 4:51,5/6/16 4:57,1,401539,2,,1,,,,,,,,,,1,4,,2,1,2,1,5,5,5,2,4,,5,7,4,2,5,2,1,3,6,7,3,4,2,6,6,6,7,6,2,5,5,5,5,5,2,6,4,2,6,4,6,2,5,5,4,2,5,6,6,1,,,,,,,,1,1,2,2,2,4,1,,,2,1,2,1,1,2,1,1,1,5,,,,,,,2,2,2,2,2,2,2,2,5,3,2,19,2,52.2651062,8.009597778,-1
R_3WWTPLtcDFPjwA5,Default Response Set,Anonymous,,,217.87.81.74,0,5/6/16 4:50,5/6/16 4:58,1,401536,2,,1,1,,,,,,,,,,4,1,1,3,1,4,5,5,5,1,4,,4,6,4,2,5,5,1,1,3,7,2,4,1,7,7,7,7,2,7,7,6,6,6,6,6,7,2,6,7,1,7,1,6,6,4,5,6,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.44999695,13.78329468,-1
R_bNubVdTVcbSJO2p,Default Response Set,Anonymous,,,212.184.191.100,0,5/6/16 4:57,5/6/16 4:58,1,401546,2,,1,,,,,,,,,,1,3,5,1,1,3,5,5,5,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.90060425,8.669692993,-1
R_bJYJNaMLz79MJdH,Default Response Set,Anonymous,,,84.175.117.249,0,5/6/16 4:57,5/6/16 4:58,1,401544,2,,1,,,,,,,,,,1,3,3,3,3,3,4,5,5,5,5,4,,4,4,4,4,6,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.28329468,7.666702271,-1
R_6mck6mRiF7eq6Rn,Default Response Set,Anonymous,,,93.220.131.55,0,5/6/16 4:50,5/6/16 4:59,1,401534,2,,1,,,,,,,,,,1,5,3,1,2,3,2,5,5,5,3,4,,6,5,5,4,6,3,4,4,5,3,4,5,4,5,5,4,5,5,3,6,5,5,5,3,4,3,5,4,3,2,5,2,5,6,3,3,4,5,5,1,,4,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,3,2,2,2,2,4,2,1,5,4,3,24,4,51.06669617,14.43330383,-1
R_8i6hUns8JSUCvWt,Default Response Set,Anonymous,,,141.89.164.99,0,5/6/16 4:51,5/6/16 4:59,1,401538,2,,1,,1,,,,,,,,,3,3,1,3,1,2,5,5,5,3,4,,5,5,4,4,5,4,4,4,5,5,4,5,4,5,5,5,6,6,3,6,5,5,5,5,3,5,3,4,5,5,4,2,4,6,4,2,4,5,6,1,,,,,,2,1,,,,,,,,,,2,1,2,1,1,2,1,2,2,4,3,4,4,3,4,4,3,3,2,3,2,2,2,4,3,2,1,8,4,52.3999939,13.06669617,-1
R_d1reTmmPDGbjsgd,Default Response Set,Anonymous,,,84.184.44.112,0,5/6/16 4:42,5/6/16 4:59,1,401527,2,,1,1,,,,,,,,,,5,3,1,1,1,5,5,5,5,3,4,,5,6,6,5,6,5,6,6,6,1,1,4,2,1,2,1,7,4,2,6,7,6,7,6,4,1,1,7,1,5,1,2,7,7,2,3,4,4,4,6,,,,5,1,,,,,,,,,,,,3,3,3,3,2,1,3,1,3,5,,,,,,,5,6,4,6,5,6,2,1,6,5,1,28,1,51.5,10.44999695,-1
R_5hYs6K9skD23jBb,Default Response Set,Anonymous,,,91.65.10.101,0,5/6/16 4:53,5/6/16 5:00,1,401542,2,,1,,,,,,,,,,1,4,3,1,1,3,2,5,5,5,3,4,,6,6,4,3,5,1,2,4,4,5,3,4,2,6,5,6,7,4,2,5,5,5,4,3,4,6,1,4,5,4,5,2,6,6,3,3,4,5,4,1,,,,,,,,3,3,3,3,3,5,1,,,2,2,2,1,1,2,2,1,1,3,6,6,6,6,6,6,4,4,4,4,4,4,2,2,4,2,1,14,4,52.51669312,13.3999939,-1
R_5amRICYubLKTblH,Default Response Set,Anonymous,,,93.221.48.220,0,5/6/16 4:51,5/6/16 5:03,1,401537,2,,1,,,,,,,,,,1,4,3,2,1,2,3,5,5,5,3,4,,7,7,1,2,6,1,1,3,5,7,1,4,2,5,5,6,6,5,1,5,6,6,7,3,2,6,1,3,6,2,6,2,7,6,1,1,3,5,4,1,,,,,,,,,,,,,,,4,1,2,2,2,2,2,1,2,1,2,5,,,,,,,2,2,3,2,4,3,1,1,4,2,1,18,2,51.62510681,6.652496338,-1
R_eh9xB8ztGnF0VN3,Default Response Set,Anonymous,,,37.24.46.104,0,5/6/16 4:50,5/6/16 5:05,1,401535,2,,1,,,,,,,,,,1,4,2,2,3,2,2,5,5,5,3,4,,5,5,4,3,5,2,2,4,5,5,3,4,3,5,5,5,5,5,4,2,6,5,7,4,2,5,5,4,5,1,4,2,5,4,4,2,5,6,6,1,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,1,3,5,5,5,5,5,5,3,3,3,3,3,5,1,4,4,1,,19,5,51,9,-1
R_7ZHWj5Mg7GU0vZP,Default Response Set,Anonymous,,,95.90.185.245,0,5/6/16 5:04,5/6/16 5:05,1,401547,2,,1,,1,,,,,,,1,,3,5,1,3,2,2,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.36669922,9.716705322,-1
R_9mmKWXmFQbLLQgJ,Default Response Set,Anonymous,,,95.90.207.230,0,5/6/16 4:53,5/6/16 5:06,1,401541,2,,1,,,,,,,,,,1,7,2,1,3,1,4,5,5,5,3,4,,6,7,4,3,6,2,2,3,3,6,2,5,3,7,7,7,7,6,3,5,7,7,7,6,1,5,1,7,7,6,6,2,6,7,1,1,4,7,6,1,,,,5,1,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,5,,,,,,,4,3,3,3,4,5,1,3,5,2,1,41,2,52.43330383,9.850006104,-1
R_eS5hevdu3Thn10V,Default Response Set,Anonymous,,,95.91.224.245,0,5/6/16 4:57,5/6/16 5:06,1,401545,1,1,1,,,,,,,,,,1,8,1,1,3,2,4,5,5,5,3,4,,6,5,4,4,2,3,3,4,4,5,3,4,3,5,4,5,5,5,4,2,5,5,5,3,2,3,4,5,6,5,4,2,5,5,4,3,4,5,5,1,,,,,,3,1,,,,,,,,,,2,2,2,2,2,2,1,1,1,4,6,5,6,5,5,5,3,3,3,3,3,3,1,5,4,2,1,59,4,53.87049866,10.69859314,-1
R_bwlwqWi9j0ot1n7,Default Response Set,Anonymous,,,62.153.130.50,0,5/6/16 4:53,5/6/16 5:14,1,401540,2,,1,,,,,,,,,,1,3,3,2,3,2,4,5,5,5,4,4,,6,6,4,4,5,4,3,3,4,4,1,5,4,4,5,4,6,3,3,4,5,4,5,3,4,4,2,4,4,2,4,2,5,5,3,4,4,4,4,1,,,,,,,,,,,,,,,4,1,3,3,3,1,1,3,2,3,1,5,,,,,,,4,4,4,4,4,4,2,7,1,3,1,7,2,49.10670471,9.774093628,-1
R_blTHWxBlRAH9Ysl,Default Response Set,Anonymous,,,93.212.28.10,0,5/6/16 5:08,5/6/16 5:15,1,401548,2,,1,,,,,,,,,,1,5,3,1,1,1,3,5,5,5,2,4,,5,5,3,1,6,4,2,2,5,6,2,6,1,6,1,6,5,4,1,6,5,5,6,2,5,6,3,3,6,4,6,2,5,5,5,4,2,3,3,1,,,,,,3,1,,,,,,,,,,2,1,2,1,1,1,2,1,1,5,,,,,,,2,2,3,3,4,3,1,1,5,4,3,29,2,50.08329773,6.366699219,-1
R_6sTvEJnXaV2FVEF,Default Response Set,Anonymous,,,217.92.31.121,0,5/6/16 5:26,5/6/16 5:35,1,401550,2,,1,,,,,,,,,,1,4,2,1,2,1,2,5,3,5,3,4,,6,6,2,5,6,2,3,3,6,6,2,6,5,5,5,6,5,5,5,6,6,6,6,6,4,5,2,6,6,1,6,2,6,6,2,3,5,5,5,1,,,,,,,,3,,3,3,3,5,1,,,3,3,3,3,3,3,2,3,1,5,,,,,,,2,3,3,3,2,2,1,4,3,3,2,15,3,48.76669312,9.183303833,-1
R_2azsc0mUZ7AmpcV,Default Response Set,Anonymous,,,185.17.207.195,0,5/6/16 5:36,5/6/16 5:37,1,401552,2,,1,,,,,,,,,,1,4,1,1,1,1,1,3,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1427002,11.5552063,-1
R_bknhBjRUq1KgMoB,Default Response Set,Anonymous,,,79.228.66.88,0,5/6/16 5:35,5/6/16 5:43,1,401551,2,,1,,1,,,,,,,,,3,1,1,2,1,1,5,5,5,2,4,,3,6,3,4,5,2,3,1,2,3,2,5,4,3,5,5,6,4,3,5,5,4,5,5,4,3,2,5,5,3,4,2,4,6,6,3,5,5,6,1,,,,,,,,,,,,,,,4,1,2,2,2,1,2,1,2,1,2,5,,,,,,,1,2,3,4,2,2,1,4,3,4,2,9,4,51.20550537,6.788497925,-1
R_bvJypScIQg65wEd,Default Response Set,Anonymous,,,88.69.228.194,0,5/6/16 5:08,5/6/16 5:45,1,401549,2,,1,,,,,,,,,,1,4,2,2,2,2,2,4,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.335495,9.49130249,-1
R_eR6YHtGiVcEvwfb,Default Response Set,Anonymous,,,194.153.217.230,0,5/6/16 5:40,5/6/16 5:47,1,800326,2,,1,,,,,,,,1,,,4,1,1,1,1,2,5,5,5,3,2,,7,7,4,3,7,1,1,4,7,7,1,7,4,7,7,6,7,4,4,7,7,7,7,7,7,5,1,7,6,4,5,2,7,7,1,3,4,4,4,1,,3,1,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,2,4,7,7,7,7,7,7,4,4,4,4,4,4,1,1,3,2,1,12,3,48.19999695,16.36669922,-1
R_bmzp29LuVfUIivH,Default Response Set,Anonymous,,,62.117.29.56,0,5/6/16 5:45,5/6/16 5:53,1,401554,2,,1,,,,,,,,,,1,4,2,1,3,1,4,5,5,4,3,4,,6,6,4,2,5,1,2,5,6,5,4,4,4,5,4,5,6,5,2,5,6,4,6,2,2,6,1,4,6,2,6,2,7,3,2,2,4,5,5,1,,,,4,1,,,,,,,,,,,,2,1,2,1,1,2,1,1,1,5,,,,,,,3,2,3,2,3,2,1,4,1,2,2,11,3,50.71139526,12.49279785,-1
R_9nPAZZrFKajCmKV,Default Response Set,Anonymous,,,87.189.197.112,0,5/6/16 5:52,5/6/16 5:55,1,401555,1,1,1,,,,,,,,,,1,4,1,2,2,3,2,5,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.61669922,11.01669312,-1
R_74LVmtSq58unyXX,Default Response Set,Anonymous,,,91.7.167.101,0,5/6/16 5:54,5/6/16 5:55,1,401557,,,1,,,,,,,,,,1,4,1,1,1,1,1,3,3,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.40220642,7.964492798,-1
R_9t6L6o6BrZ98AZL,Default Response Set,Anonymous,,,91.67.239.47,0,5/6/16 5:57,5/6/16 5:58,1,401558,2,,1,,,1,,,,,,,,4,1,1,2,2,2,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.41940308,8.281692505,-1
R_0Mmaizq0k7bLxaJ,Default Response Set,Anonymous,,,88.74.133.30,0,5/6/16 5:53,5/6/16 6:00,1,401556,2,,1,,1,,,,,,,,,4,3,2,2,2,2,5,5,5,3,4,,5,5,5,4,6,5,3,5,5,5,4,5,4,6,5,5,5,5,4,5,5,4,5,3,3,5,3,5,5,3,5,2,5,5,4,3,5,5,5,1,,,,,,,,2,2,2,2,2,5,1,,,2,3,3,1,1,3,2,3,1,5,,,,,,,3,2,3,2,3,2,1,1,4,2,1,13,4,52.15609741,11.5789032,-1
R_7aqZvVrBurdLpNX,Default Response Set,Anonymous,,,84.152.65.161,0,5/6/16 5:40,5/6/16 6:03,1,401553,2,,1,,,,,,,,,,1,4,3,1,1,1,4,5,5,5,3,4,,3,7,5,4,6,2,3,3,3,6,2,6,3,6,6,6,7,5,5,6,6,6,4,3,5,,2,5,6,5,5,2,6,,1,5,,5,2,1,,,,4,1,,,,,,,,,,,,2,2,2,1,1,3,2,1,1,5,,,,,,,2,3,3,3,3,3,1,1,4,2,1,11,2,47.91670227,7.699996948,-1
R_eL4zfMStl6XOkVT,Default Response Set,Anonymous,,,78.50.23.103,0,5/6/16 6:01,5/6/16 6:04,1,401561,2,,1,,,,,,,,,,1,4,3,1,1,1,1,5,5,5,1,4,,5,3,4,6,4,5,6,7,5,6,7,5,6,4,3,5,4,5,3,5,1,2,6,4,6,6,6,6,2,2,3,6,4,2,5,3,3,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.44900513,6.973403931,-1
