V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_eS9VAK71lyLiOwd,Default Response Set,Anonymous,,,70.196.74.15,0,5/7/16 23:05,5/7/16 23:07,1,203431,2,,1,,,,,,,,,,1,7,2,3,3,3,4,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00160217,-95.44750214,-1
R_bwTwZwn07IVZ3TL,Default Response Set,Anonymous,,,107.141.246.190,0,5/7/16 22:55,5/7/16 23:07,1,203426,2,,1,,,,,,,,,,1,6,2,1,1,1,2,5,5,5,2,9,,2,7,5,5,7,2,2,2,5,6,4,4,3,5,6,5,6,5,1,7,7,7,7,2,6,6,4,7,6,4,6,2,6,7,2,4,5,4,4,3,,2,,,,,,5,1,,,,,,,,,,2,1,3,1,1,1,1,3,1,2,2,2,2,2,2,3,4,4,6,5,6,5,2,5,1,1,,51,35,2,,2,1,,,,,,,42.95129395,-87.94329834,-1
R_bQailKYSIHJVe6x,Default Response Set,Anonymous,,,74.70.129.1,0,5/7/16 23:11,5/7/16 23:11,1,203434,2,,2,,,,,,,,,,1,7,3,2,2,2,3,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.62710571,-73.11869812,-1
R_6g2f4IFFmPWTfI9,Default Response Set,Anonymous,,,108.34.150.20,0,5/7/16 23:11,5/7/16 23:12,1,203435,2,,2,,,,,,,,,,1,7,2,2,2,1,2,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.36169434,-71.80239868,-1
R_29QfUua4s27S3EV,Default Response Set,Anonymous,,,70.178.84.135,0,5/7/16 23:14,5/7/16 23:16,1,203437,2,,1,,,,,,,,,,1,3,4,1,1,1,3,1,2,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.20150757,-94.19360352,-1
R_6RNRHmQH1RYcxuJ,Default Response Set,Anonymous,,,72.146.84.205,0,5/7/16 23:15,5/7/16 23:18,1,203438,2,,1,,,,,,,,,,1,7,3,1,2,2,1,5,2,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.59790039,-92.02349854,-1
R_9RlCyCfXX8yWjLT,Default Response Set,Anonymous,,,98.27.171.216,0,5/7/16 23:17,5/7/16 23:18,1,203439,2,,2,,,,,,,,,,1,7,3,3,3,2,3,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.25010681,-81.45770264,-1
R_5jYF9hBtCs6tjxP,Default Response Set,Anonymous,,,184.89.71.17,0,5/7/16 23:18,5/7/16 23:19,1,203440,2,,1,,,,,,,,,,1,6,5,1,3,3,3,5,5,5,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.01699829,-80.67359924,-1
R_bD9oAyMIe2UJIe9,Default Response Set,Anonymous,,,24.35.255.152,0,5/7/16 23:19,5/7/16 23:20,1,203442,2,,1,,,,,,,,,,1,7,2,1,1,2,2,5,5,5,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.29580688,-91.56800079,-1
R_8oBkq7OClgh174p,Default Response Set,Anonymous,,,71.171.45.238,0,5/7/16 20:49,5/7/16 23:21,1,203334,2,,1,,,,,,,,,,1,7,3,1,3,2,3,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.10350037,-80.42070007,-1
R_73XMsclhMAUJcBT,Default Response Set,Anonymous,,,184.158.33.104,0,5/7/16 23:20,5/7/16 23:21,1,203443,2,,1,,,,,,,,,,1,7,1,3,3,1,3,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.54629517,-91.19629669,-1
R_dg7jDsrNHmVuFvL,Default Response Set,Anonymous,,,216.164.212.120,0,5/7/16 22:59,5/7/16 23:23,1,203429,2,,1,,,,,,,,,,1,3,1,1,1,1,2,5,5,5,2,9,,6,7,6,4,6,4,4,3,3,5,2,4,3,4,6,5,7,6,5,5,6,5,5,4,3,5,2,5,4,1,4,2,4,6,3,2,5,6,5,1,,1,,,,,,3,1,,,,,,,,,,1,1,1,1,1,2,2,2,1,5,,,,,,,3,4,5,5,4,5,2,6,1,3,3,39,12,2,,2,1,,,,,,,39.90249634,-75.29290009,-1
R_eySMvhhSbx9lp6l,Default Response Set,Anonymous,,,66.168.190.7,0,5/7/16 23:07,5/7/16 23:24,1,203433,2,,1,,,,,,,,,,1,4,3,2,3,3,4,5,5,5,3,9,,5,4,4,3,6,5,3,3,3,5,4,6,3,5,4,5,4,3,4,6,4,4,4,3,4,4,4,5,5,5,4,2,4,6,4,4,4,4,3,1,,2,,,,,,,,3,3,3,3,3,5,1,,,3,3,3,1,1,3,3,3,1,3,7,4,7,7,7,7,4,4,4,4,4,4,2,3,2,4,3,1,17,4,,2,1,,,,,,,32.86869812,-85.19049835,-1
R_cCmqpFkN6alBCJf,Default Response Set,Anonymous,,,54.87.134.209,0,5/7/16 22:55,5/7/16 23:25,1,203427,2,,1,,,,,,,,,,1,4,1,1,1,1,2,2,2,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.01800537,-77.53900146,-1
R_0jRPIe8lL7S4aQl,Default Response Set,Anonymous,,,23.232.158.3,0,5/7/16 23:23,5/7/16 23:25,1,203447,2,,1,,,,,,,,,,1,4,1,1,1,2,2,3,3,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8710022,-84.46350098,-1
R_0okdIqUjrHwr15P,Default Response Set,Anonymous,,,173.80.197.108,0,5/7/16 23:27,5/7/16 23:29,1,203449,2,,1,,,,,,,,,,1,7,4,5,3,4,5,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.65759277,-82.75479889,-1
R_ebM5OVJPlREaawZ,Default Response Set,Anonymous,,,98.155.178.113,0,5/7/16 23:30,5/7/16 23:31,1,203451,2,,2,,,,,,,,,,1,7,4,1,3,4,4,5,4,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.89990234,-156.5388947,-1
R_bjBEVyGP9kJbOwR,Default Response Set,Anonymous,,,73.220.183.118,0,5/7/16 23:30,5/7/16 23:32,1,203450,2,,1,,,,,,,,,,1,5,1,1,1,1,1,1,4,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.83999634,-119.8284988,-1
R_3wVpbRiMSLgukip,Default Response Set,Anonymous,,,108.228.59.85,0,5/7/16 23:31,5/7/16 23:33,1,203453,2,,2,,,1,,,,,,,,3,2,5,2,3,5,5,5,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.84710693,-87.62480164,-1
R_1Tcae1dpSyTyJrn,Default Response Set,Anonymous,,,71.89.89.135,0,5/7/16 23:31,5/7/16 23:33,1,203452,2,,2,,,,,,,,,,1,3,4,4,4,3,4,5,5,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.74569702,-91.51319885,-1
R_1WVnMJvOda6IDwp,Default Response Set,Anonymous,,,166.176.184.140,0,5/7/16 23:33,5/7/16 23:35,1,203458,,,1,,,,,,,,,,1,7,2,1,3,1,3,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.60620117,-122.3320999,-1
R_bpIPHZ3jhqDwMMB,Default Response Set,Anonymous,,,174.49.222.49,0,5/7/16 23:34,5/7/16 23:37,1,203459,2,,1,,,,,,,,,,1,7,2,1,1,2,1,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0019989,-76.68360138,-1
R_abKhrTk6l9PEM2F,Default Response Set,Anonymous,,,99.119.253.129,0,5/7/16 23:37,5/7/16 23:41,1,203461,2,,1,,,,,,,,,,1,5,1,2,3,1,5,5,3,5,3,9,,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,3,2,,1,,,,4,1,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,1,5,5,5,5,5,5,4,4,4,4,4,4,1,1,6,1,,5,29,4,,2,1,,,,,,,34.16949463,-118.1222992,-1
R_doKesg1SiWiEUqF,Default Response Set,Anonymous,,,70.199.156.226,0,5/7/16 23:43,5/7/16 23:44,1,203463,2,,1,,,,,,,,,,1,7,1,1,2,2,2,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.60620117,-122.3320999,-1
R_a2FJX0Gj7HUOOZn,Default Response Set,Anonymous,,,23.116.127.10,0,5/7/16 23:45,5/7/16 23:46,1,203464,2,,1,,,,,,,,,,1,4,1,2,1,1,2,2,3,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.69189453,-95.65119934,-1
R_4Uu9kHUXiU3Il9z,Default Response Set,Anonymous,,,72.132.210.214,0,5/7/16 23:39,5/7/16 23:48,1,203462,2,,1,,,,,,,,,,1,6,2,4,1,1,1,5,5,5,3,9,,5,6,1,3,7,4,5,3,4,5,3,7,3,5,5,5,3,4,1,6,4,6,7,3,2,5,3,5,5,5,4,2,4,6,5,2,1,5,3,2,,1,,,,,,,,,,,,,,,5,1,3,3,3,1,1,3,2,3,1,4,4,3,4,4,4,5,7,7,5,7,7,5,2,1,4,2,1,5,37,4,,2,1,,,,,,,33.82049561,-116.4586029,-1
R_blLDxVXw5ZyRzbD,Default Response Set,Anonymous,,,107.201.49.41,0,5/7/16 23:49,5/7/16 23:50,1,203468,2,,1,,,,,,,,,,1,7,3,1,2,3,3,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.02709961,-93.31929779,-1
R_8ArWK0dASSqSEpn,Default Response Set,Anonymous,,,209.136.153.189,0,5/7/16 23:32,5/7/16 23:53,1,203457,2,,1,,,1,,,,,,,,6,4,3,3,4,5,5,5,5,4,9,,6,7,1,1,3,2,1,1,6,7,2,2,1,7,7,7,7,3,1,4,7,7,4,1,6,7,6,6,7,1,7,2,7,7,2,5,2,3,1,1,,2,,6,1,,,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,5,,,,,,,4,4,4,4,4,4,2,1,3,2,1,1,33,7,Technical school ,2,1,,,1,,,,31.7440033,-86.65219879,-1
R_0OLtpf9y6B9PdyJ,Default Response Set,Anonymous,,,166.175.189.248,0,5/7/16 23:48,5/7/16 23:54,1,203467,,,1,,,,,,,1,,,,4,1,1,2,1,2,5,5,5,1,9,,6,6,4,4,6,4,3,3,6,4,2,5,4,4,4,5,7,4,4,6,6,6,5,4,4,4,2,7,4,2,4,1,6,4,2,4,4,4,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75100708,-97.8219986,-1
R_aa5OoICl3ArwD1H,Default Response Set,Anonymous,,,108.62.51.137,0,5/7/16 23:53,5/7/16 23:56,1,203469,2,,1,,,,,,,,,,1,4,1,1,1,1,1,2,1,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74209595,-74.00180054,-1
R_1Okqoa2qN2PZHuZ,Default Response Set,Anonymous,,,68.225.100.14,0,5/7/16 23:55,5/7/16 23:56,1,203470,,,1,,,,,,,,,,1,7,3,1,1,1,4,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5632019,-91.03500366,-1
R_1NOkBwiv1SEbIaN,Default Response Set,Anonymous,,,74.113.40.43,0,5/7/16 23:48,5/7/16 23:57,1,203466,1,1,1,,,,,,,,,,1,3,2,2,2,3,3,5,5,5,3,9,,5,5,3,4,7,3,6,3,5,5,3,7,4,5,5,5,7,3,4,7,6,6,5,5,5,6,2,3,6,3,7,2,6,5,3,4,5,5,3,1,,5,,,,3,1,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,4,3,4,2,4,4,4,3,3,5,4,3,2,2,1,1,2,1,36,7,3,,2,,,1,,,,,39.53720093,-83.43430328,-1
R_bQtkL5EWlOnoz0V,Default Response Set,Anonymous,,,24.121.105.103,0,5/7/16 23:57,5/7/16 23:58,1,203473,2,,1,,,,,,,,,,1,7,4,1,1,1,1,5,5,5,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.18940735,-114.0530014,-1
R_ebVmsHscyvt0hA9,Default Response Set,Anonymous,,,107.181.79.121,0,5/8/16 0:03,5/8/16 0:04,1,203475,2,,1,,,,,,,,,,1,4,1,1,1,1,2,1,1,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.16589355,-86.78440094,-1
R_8uGVzxJxuQpljUN,Default Response Set,Anonymous,,,99.122.138.199,0,5/7/16 23:56,5/8/16 0:05,1,203472,2,,1,,,,,,,,,,1,2,1,1,1,1,4,5,5,5,1,9,,3,5,5,3,7,4,3,4,3,4,3,6,4,4,5,5,6,4,4,7,5,5,5,3,4,5,4,5,4,6,4,2,5,5,4,3,5,5,4,1,,2,,,,3,1,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,4,2,2,4,3,2,2,2,2,2,2,2,2,2,4,2,3,1,45,5,2,,2,1,,,,,,,30.09829712,-95.35700226,-1
R_7P4qM1IvWmHGruB,Default Response Set,Anonymous,,,173.68.101.210,0,5/8/16 0:03,5/8/16 0:09,1,203474,2,,1,,,,,,,,,,1,6,3,3,3,3,5,5,5,5,3,9,,5,6,5,5,6,3,3,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5,5,5,5,5,1,,1,,,,,,,,1,1,1,1,1,4,1,,,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,33,38,2,,2,1,,,,,,,40.95210266,-73.73819733,-1
R_3QclYnNUgkkr5mB,Default Response Set,Anonymous,,,100.37.66.244,0,5/8/16 0:07,5/8/16 0:09,1,203477,2,,1,,,,,,,,,,1,7,1,2,5,2,4,5,5,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.55140686,-74.14959717,-1
R_0TG3m839EXKs8tL,Default Response Set,Anonymous,,,67.243.16.35,0,5/8/16 0:11,5/8/16 0:11,1,203478,2,,1,,,,,,,,,,1,4,1,1,2,2,2,1,1,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.55889893,-74.14810181,-1
R_cNmuBApRvWnl3HT,Default Response Set,Anonymous,,,76.110.84.113,0,5/8/16 0:13,5/8/16 0:14,1,203481,2,,1,,,,,,,,,,1,7,4,1,1,3,3,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.84570313,-80.09020233,-1
R_1XEFpVARh2hA8st,Default Response Set,Anonymous,,,97.95.119.216,0,5/8/16 0:12,5/8/16 0:14,1,203480,2,,1,,,,,,,,,,1,7,1,1,2,1,2,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7631073,-85.62059784,-1
R_3C9qB3pMlSOR69T,Default Response Set,Anonymous,,,73.192.240.17,0,5/8/16 0:03,5/8/16 0:18,1,203476,1,1,1,,,,,,,,,,1,4,3,1,2,1,5,5,5,5,3,9,,5,4,4,4,6,4,4,4,4,4,4,5,4,4,4,4,4,6,4,5,5,4,4,4,4,4,4,4,4,2,,4,4,4,4,2,4,5,5,1,,5,citi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.60270691,-121.2686996,-1
R_1UkGmc7HZQ2hlGt,Default Response Set,Anonymous,,,168.235.166.168,0,5/8/16 0:24,5/8/16 0:25,1,203487,2,,1,,,,,,,,,,1,7,1,2,2,1,3,5,5,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2808075,-96.07679749,-1
R_bgB7J1DuogZoBV3,Default Response Set,Anonymous,,,76.245.193.162,0,5/8/16 0:19,5/8/16 0:26,1,203484,2,,1,,,,,,,,,,1,6,3,1,2,2,3,5,5,5,3,9,,3,4,1,1,6,4,1,1,4,5,2,4,1,7,7,7,7,3,1,6,6,7,6,2,4,7,1,3,7,2,7,2,4,7,1,6,2,4,4,3,,1,,,,,,5,1,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,5,4,6,6,6,6,4,4,5,4,4,4,2,1,5,1,,14,34,5,,2,1,,,,,,,42.05250549,-87.89060211,-1
R_3PjFUPforfO1b5r,Default Response Set,Anonymous,,,50.168.67.225,0,5/8/16 0:20,5/8/16 0:27,1,203485,2,,1,,,,,,,,,,1,6,1,1,1,1,2,5,5,5,2,9,,3,3,4,4,7,4,3,4,3,4,4,5,4,3,4,4,4,5,3,7,4,3,7,3,2,3,3,4,4,5,4,2,4,4,4,1,4,5,6,2,,2,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,1,5,,,,,,,1,1,4,4,4,4,2,3,4,5,2,5,36,3,,2,,,1,,,,,37.60099792,-122.4544983,-1
R_3C6ktGpMA62OxSd,Default Response Set,Anonymous,,,50.53.105.50,0,5/7/16 23:55,5/8/16 0:29,1,203471,2,,1,,,,,,,,,,1,6,3,4,3,3,3,5,5,5,4,9,,7,7,3,3,3,3,3,3,7,4,4,3,5,4,5,5,7,1,1,5,7,7,7,3,5,6,1,1,6,1,7,2,6,7,1,7,3,3,1,1,,4,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,1,1,,38,32,4,,2,1,,,,,,,45.45730591,-122.7991943,-1
R_3x720ZmJeBQra29,Default Response Set,Anonymous,,,98.186.189.68,0,5/8/16 0:13,5/8/16 0:29,1,203482,,,1,,,,,,,,,,1,4,2,2,2,1,5,5,5,5,1,9,,3,5,4,3,5,5,3,2,3,5,3,5,3,5,5,5,4,5,3,5,5,4,5,3,3,5,5,5,5,4,5,2,4,5,3,3,6,6,5,1,,1,,,,,,,,,,,,,,,4,1,1,1,2,1,2,2,2,2,1,5,,,,,,,2,4,3,3,3,4,1,1,4,3,2,17,15,3,,2,1,,,,,,,38.85220337,-97.61419678,-1
R_6FfOlp1o1FYjQdT,Default Response Set,Anonymous,,,162.198.116.165,0,5/8/16 0:23,5/8/16 0:32,1,203486,2,,1,,,,,,,,,,1,3,2,2,2,2,2,5,5,5,3,9,,7,7,5,3,7,1,3,3,6,7,2,7,3,4,7,3,7,4,3,7,7,7,7,4,1,7,2,3,7,7,7,2,7,7,4,1,1,7,7,1,,1,,,,1,1,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,1,1,1,1,1,1,2,4,2,4,1,14,6,2,,2,1,,,,,,,41.99899292,-87.8219986,-1
R_0ctaolVFk4W6cEB,Default Response Set,Anonymous,,,107.14.227.90,0,5/8/16 0:30,5/8/16 0:32,1,203491,2,,1,,,,,,,,,,1,5,1,2,2,2,1,1,1,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.13549805,-76.3526001,-1
R_7ZE7jSJkXRFdagB,Default Response Set,Anonymous,,,23.27.13.160,0,5/8/16 0:31,5/8/16 0:34,1,203492,2,,1,,,,,,,,,,1,2,5,1,2,2,2,1,1,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.33380127,-121.8914948,-1
R_0HWFMEdVQHIF3QV,Default Response Set,Anonymous,,,107.143.160.113,0,5/8/16 0:32,5/8/16 0:34,1,203493,2,,1,,,,1,,,1,,,,7,5,5,5,5,5,5,5,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.71870422,-121.0899048,-1
R_7ZFpxBBsLO4GWxv,Default Response Set,Anonymous,,,50.141.72.169,0,5/8/16 0:35,5/8/16 0:36,1,203495,2,,1,,,,,,,,,,1,7,3,4,3,3,3,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.92779541,-93.11620331,-1
R_eKFPn3qLcggt9bf,Default Response Set,Anonymous,,,70.209.138.113,0,5/8/16 0:34,5/8/16 0:37,1,203494,2,,1,1,,,,,,,,,1,7,2,2,3,2,3,5,5,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.80560303,-74.05609894,-1
R_bjvRv5xTBj2620t,Default Response Set,Anonymous,,,98.243.113.181,0,5/8/16 0:35,5/8/16 0:41,1,203496,2,,1,,,,,,,,,,1,4,2,1,2,1,1,5,5,5,2,9,,4,4,4,4,7,4,4,4,4,4,4,7,4,4,4,4,4,5,4,7,4,4,6,4,1,4,4,4,4,6,4,2,4,4,4,1,4,5,7,1,,1,,,,,,,,,,,,,,,5,1,3,3,3,3,1,1,2,1,3,3,1,2,4,4,4,4,1,1,1,1,1,1,2,1,6,5,4,23,16,2,,1,1,,,,,,,43.24859619,-86.13829803,-1
R_73APwxCWPtm8uIl,Default Response Set,Anonymous,,,74.243.107.97,0,5/8/16 0:48,5/8/16 0:49,1,203499,2,,1,,,,,,,,,,1,7,3,1,3,3,3,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9730072,-81.08399963,-1
