V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,RID
R_7VRPboGvepE4Tul,Default Response Set,Anonymous,,,166.173.249.16,0,5/7/2016 17:51,5/7/2016 18:21,1,203210,2,,1,,,,,,,,1,,,6,2,1,3,2,3,5,5,5,3,9,,5,5,4,3,7,3,3,2,3,5,4,3,4,5,5,5,5,5,3,5,4,4,5,3,5,6,7,6,6,5,6,2,6,5,4,3,4,5,5,5,,2,,4,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,2,3,3,2,3,2,2,5,1,5,3,18,36,3,,2,1,,,,,,,37.75100708,-97.8219986,-1,
R_bKEMJVTwJdLKTXL,Default Response Set,Anonymous,,,64.121.135.41,0,5/7/2016 18:17,5/7/2016 18:31,1,203228,2,,1,,,,,,,,,,1,4,1,1,1,1,1,5,5,5,1,9,,6,7,4,1,7,2,1,1,7,7,2,7,1,7,7,7,7,3,1,7,7,6,5,1,7,7,3,6,7,6,7,2,7,6,3,5,3,4,4,4,,1,,6,1,,,,,,,,,,,,,,2,3,3,1,1,3,2,3,1,1,7,7,7,7,7,7,4,2,4,3,1,3,1,6,6,3,1,39,18,2,,2,1,,,,,,,40.64149475,-75.2276001,-1,
R_9HMnwRi3emUznqB,Default Response Set,Anonymous,,,73.151.235.166,0,5/7/2016 18:39,5/7/2016 18:47,1,203232,2,,1,,,,,,,,,,1,3,1,1,1,1,1,5,5,5,1,9,,7,7,7,7,7,3,1,2,7,7,1,7,1,7,7,7,7,7,1,7,7,7,6,1,5,7,2,5,7,7,7,2,7,7,3,1,3,6,5,2,,2,,5,1,,,,,,,,,,,,,,3,3,3,1,1,2,2,3,1,1,7,7,7,7,7,7,4,4,4,4,4,4,1,2,3,3,1,5,9,2,,2,,,1,,,,,38.48840332,-121.4024048,-1,
R_1UlLxW8GfFPM0K1,Default Response Set,Anonymous,,,66.189.232.42,0,5/7/2016 19:35,5/7/2016 19:49,1,203276,2,,1,,,,,,,,,,1,4,4,3,4,4,5,5,5,5,5,9,,4,4,3,2,1,4,1,2,3,4,4,6,2,2,4,6,7,7,2,6,7,7,6,4,1,7,7,6,1,1,4,2,6,7,4,2,5,4,1,1,,,,4,1,,,,,,,,,,,,,,2,2,3,1,2,1,2,1,1,3,7,4,7,7,5,7,1,4,2,3,1,4,2,2,1,6,5,26,15,2,,2,,1,,,,,,37.16940308,-89.6882019,-1,
R_8IkhNNKaczvvcI5,Default Response Set,Anonymous,,,69.176.22.189,0,5/7/2016 19:55,5/7/2016 20:04,1,203289,2,,1,,,,,,,,,,1,3,3,1,3,3,4,5,5,5,3,9,,2,1,4,4,7,7,4,4,1,2,6,7,4,2,2,2,6,2,4,7,2,7,7,4,1,3,7,7,3,7,3,2,2,7,4,6,5,5,3,1,,1,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,3,2,7,7,7,7,7,7,4,4,4,4,4,4,2,3,2,2,1,18,10,2,,2,1,,,,,,,37.51460266,-82.79509735,-1,
R_5olza5EGB5mnAHP,Default Response Set,Anonymous,,,24.166.209.126,0,5/7/2016 20:48,5/7/2016 21:05,1,203333,2,,1,,,,,,,,,,1,5,2,3,3,3,3,5,5,5,3,9,,1,7,1,1,7,1,1,1,1,7,3,7,1,7,6,6,7,3,1,7,5,7,7,1,4,7,6,7,6,6,4,2,5,7,3,5,4,6,2,3,,1,,7,1,,,,,,,,,,,,,,3,3,3,3,2,1,3,1,3,2,7,6,7,7,7,7,2,4,3,4,3,3,2,6,1,1,,36,28,7,some college,2,,1,,,,,,40.08369446,-84.63880157,-1,
R_a4cTxvFOQGWG6Gx,Default Response Set,Anonymous,,,45.59.36.138,0,5/7/2016 21:30,5/7/2016 21:32,1,203366,2,,1,,,,,,,,,,1,3,1,1,2,2,1,5,5,5,2,9,,7,5,6,7,6,6,6,5,6,7,7,6,7,6,7,6,7,7,5,6,7,6,6,6,6,5,6,6,6,5,7,2,6,6,7,7,7,6,6,1,,1,,1,1,,,,,,,,,,,,,,1,2,1,1,2,1,1,2,2,1,1,2,4,6,6,2,1,2,5,6,6,2,1,1,2,1,,36,9,4,,2,,1,,,,,,39.16659546,-84.54650116,-1,
R_8ArWK0dASSqSEpn,Default Response Set,Anonymous,,,209.136.153.189,0,5/7/2016 23:32,5/7/2016 23:53,1,203457,2,,1,,,1,,,,,,,,6,4,3,3,4,5,5,5,5,4,9,,6,7,1,1,3,2,1,1,6,7,2,2,1,7,7,7,7,3,1,4,7,7,4,1,6,7,6,6,7,1,7,2,7,7,2,5,2,3,1,1,,2,,6,1,,,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,5,,,,,,,4,4,4,4,4,4,2,1,3,2,1,1,33,7,Technical school ,2,1,,,1,,,,31.7440033,-86.65219879,-1,
R_3PjFUPforfO1b5r,Default Response Set,Anonymous,,,50.168.67.225,0,5/8/2016 0:20,5/8/2016 0:27,1,203485,2,,1,,,,,,,,,,1,6,1,1,1,1,2,5,5,5,2,9,,3,3,4,4,7,4,3,4,3,4,4,5,4,3,4,4,4,5,3,7,4,3,7,3,2,3,3,4,4,5,4,2,4,4,4,1,4,5,6,2,,2,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,1,5,,,,,,,1,1,4,4,4,4,2,3,4,5,2,5,36,3,,2,,,1,,,,,37.60099792,-122.4544983,-1,
R_3C6ktGpMA62OxSd,Default Response Set,Anonymous,,,50.53.105.50,0,5/7/2016 23:55,5/8/2016 0:29,1,203471,2,,1,,,,,,,,,,1,6,3,4,3,3,3,5,5,5,4,9,,7,7,3,3,3,3,3,3,7,4,4,3,5,4,5,5,7,1,1,5,7,7,7,3,5,6,1,1,6,1,7,2,6,7,1,7,3,3,1,1,,4,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,1,1,,38,32,4,,2,1,,,,,,,45.45730591,-122.7991943,-1,
R_06wOu8o1daZgj1r,Default Response Set,Anonymous,,,108.30.221.167,0,5/8/2016 1:12,5/8/2016 1:28,1,203510,2,,1,,,,,,,,,,1,3,3,1,2,1,2,5,5,5,1,9,,7,4,6,5,6,5,5,5,6,6,5,4,7,5,6,5,4,6,6,6,6,7,3,4,5,5,4,6,6,5,4,2,5,6,7,4,6,5,2,1,,1,,3,1,,,,,,,,,,,,,,3,2,1,3,2,2,2,2,2,2,5,3,5,2,2,5,5,3,4,2,1,4,1,4,5,4,2,33,6,2,,1,1,,,,,,,40.69309998,-73.85749817,-1,
R_6x5rOQ6C6dC8U2p,Default Response Set,Anonymous,,,107.191.58.64,0,5/8/2016 1:32,5/8/2016 1:40,1,203523,2,,1,,,,,,,,,,1,4,1,1,1,1,1,3,5,5,1,9,,2,6,4,5,5,4,5,4,6,4,5,5,4,5,5,5,6,6,4,5,4,3,5,5,5,5,3,4,4,4,5,2,4,2,4,3,5,5,4,1,,1,,5,1,,,,,,,,,,,,,,2,2,1,2,1,1,2,1,1,2,3,4,5,4,5,3,3,4,5,6,4,5,1,1,4,3,2,5,11,2,,2,1,,,,,,,34.05299377,-118.2641983,-1,
R_1YcUMtzsCC9ePIx,Default Response Set,Anonymous,,,142.105.169.123,0,5/8/2016 2:20,5/8/2016 2:28,1,203540,2,,1,,,,1,,,,,,,5,4,1,1,1,1,4,5,5,4,9,,4,5,4,4,7,4,2,6,1,7,4,6,4,4,7,6,5,6,4,5,4,4,7,4,2,6,7,4,7,1,7,2,4,6,4,1,4,7,6,3,,5,none,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,4,3,3,2,2,3,2,1,3,2,1,33,21,2,,1,,1,,1,,,,42.93559265,-78.80660248,-1,
R_3xvJBvvCDzqBulf,Default Response Set,Anonymous,,,104.219.21.70,0,5/8/2016 3:08,5/8/2016 3:19,1,203552,2,,1,,,1,,,,,,,,4,1,1,1,1,1,5,5,5,1,9,,7,7,5,2,7,1,1,2,7,7,1,7,2,7,7,7,7,2,1,7,7,7,6,1,7,7,1,2,7,7,7,2,7,7,1,1,5,5,5,1,,1,,5,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,7,7,7,7,7,7,4,4,4,4,4,4,2,1,4,1,,45,18,4,,2,1,,,,,,,33.80189514,-98.53679657,-1,
R_dnxs4B2RV32OflP,Default Response Set,Anonymous,,,50.26.252.213,0,5/8/2016 7:20,5/8/2016 7:32,1,203605,2,,1,,,,,,,,,,1,5,2,1,2,1,2,5,5,5,3,9,,7,7,7,1,7,1,1,1,7,7,5,7,1,7,7,7,7,5,1,7,7,7,7,1,5,7,2,5,7,1,7,2,7,7,1,1,1,6,1,2,,4,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,1,7,7,7,7,7,7,4,4,4,4,4,4,1,1,4,2,1,45,26,2,,2,1,,,,,,,32.42500305,-99.79759979,-1,
R_cHBvOAHhw6J5j7f,Default Response Set,Anonymous,,,24.187.169.176,0,5/8/2016 8:28,5/8/2016 8:35,1,203638,2,,1,,,,,,,,,,1,6,2,1,1,1,5,5,5,5,5,9,,2,6,6,3,4,6,2,3,2,5,5,3,5,5,2,5,2,6,5,3,6,3,6,3,2,5,7,7,5,1,4,2,1,6,6,3,7,6,6,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,4,2,2,4,3,3,2,2,2,2,1,1,1,1,7,4,2,33,38,4,,2,1,,,,,,,41.11630249,-74.04599762,-1,
R_eIJiB0l6BptXSXX,Default Response Set,Anonymous,,,207.255.233.227,0,5/8/2016 9:49,5/8/2016 9:57,1,203694,2,,1,,,,,,,1,,,,6,3,1,1,2,1,5,5,5,3,9,,4,4,4,4,2,4,4,4,4,3,4,3,4,3,4,3,4,4,4,5,4,4,5,4,4,4,4,5,4,2,4,2,5,4,4,3,4,5,3,1,,2,,4,1,,,,,,,,,,,,,,2,1,3,2,1,2,1,1,1,5,,,,,,,4,3,3,3,4,3,1,1,2,6,5,39,30,2,,2,1,,,,,,,41.05589294,-78.41290283,-1,
R_3kHH8eTbdUP5LRr,Default Response Set,Anonymous,,,76.109.210.212,0,5/8/2016 10:15,5/8/2016 10:28,1,203712,2,,1,,,,,,,,,,1,6,2,2,3,2,5,5,5,5,3,9,,6,6,1,1,7,3,1,3,7,4,1,5,3,5,6,5,7,3,3,6,7,7,5,3,4,6,4,4,6,2,4,2,6,7,3,3,4,4,5,1,,1,,3,1,,,,,,,,,,,,,,2,1,3,2,2,1,1,1,1,5,,,,,,,4,4,5,5,4,5,2,3,3,2,1,10,37,2,,2,1,,,,,,,26.72000122,-80.07019806,-1,
R_emT8QKBVsyxn9nD,Default Response Set,Anonymous,,,174.102.172.102,0,5/8/2016 10:46,5/8/2016 10:51,1,203735,2,,1,,,,,,,,,,1,5,2,2,3,2,2,5,5,5,3,9,,6,5,6,6,6,2,6,6,5,3,5,6,6,3,2,2,5,7,6,6,3,3,6,6,1,2,6,5,2,1,2,2,5,7,5,1,7,7,6,1,,1,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,,14,29,4,,2,1,,,,,,,43.043396,-87.89450073,-1,
R_aaYb0VVKi4XIZhj,Default Response Set,Anonymous,,,108.171.135.166,0,5/8/2016 10:41,5/8/2016 11:17,1,203728,2,,1,,1,,,,,,,,,2,2,2,1,2,3,5,5,5,3,9,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,,5,us bank,5,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,2,2,2,2,2,2,1,2,1,4,1,13,5,2,,2,1,,,,,,,37.42500305,-121.9459991,-1,
R_6lOR4rTl5ilVPQ9,Default Response Set,Anonymous,,,68.12.4.128,0,5/8/2016 11:54,5/8/2016 12:02,1,203784,2,,1,,,,,,,,,,1,3,2,2,3,2,3,5,5,5,3,9,,3,6,4,2,6,3,2,2,5,5,4,5,3,6,6,6,6,4,2,5,5,5,5,3,3,5,3,6,6,5,6,2,6,6,4,2,6,5,4,1,,4,,3,1,,,,,,,,,,,,,,2,2,2,2,1,2,2,1,1,3,6,6,6,6,6,5,2,2,3,2,2,3,2,1,3,2,1,37,9,4,,2,1,,,,,,,35.51849365,-97.64279938,-1,
R_9zwGfWbgvGu9uVn,Default Response Set,Anonymous,,,76.176.59.129,0,5/8/2016 12:47,5/8/2016 13:00,1,203798,2,,1,,,,,,,,,,1,6,1,2,3,1,2,5,5,5,4,9,,6,6,4,5,5,3,5,4,4,4,3,4,5,5,5,5,7,6,4,5,6,4,5,4,3,3,3,5,4,4,3,2,4,6,2,3,5,5,6,1,,1,,4,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,4,3,3,3,3,3,2,3,6,5,2,5,31,2,,2,1,,,,,,,33.13569641,-117.3018951,-1,
R_1Ck3sndSHGHZ84l,Default Response Set,Anonymous,,,68.199.88.35,0,5/8/2016 14:03,5/8/2016 14:12,1,203822,2,,1,,,,,,,,,,1,6,1,1,1,1,1,5,5,5,1,9,,4,7,5,5,7,4,4,5,4,4,5,6,6,4,4,4,5,6,2,7,7,6,7,5,4,1,7,7,1,4,1,2,5,7,7,3,6,6,7,1,,1,,6,1,,,,,,,,,,,,,,3,3,3,1,2,3,2,3,1,5,,,,,,,1,1,1,1,1,1,1,1,4,5,3,33,36,4,,2,,1,,,,,,40.73379517,-73.26519775,-1,
R_eJRURi7Eibqm31r,Default Response Set,Anonymous,,,96.33.19.147,0,5/8/2016 14:26,5/8/2016 14:49,1,203834,2,,1,,,,,,,,,,1,6,2,1,4,2,3,5,5,5,3,9,,7,7,1,1,2,1,1,1,7,7,1,1,1,7,7,7,6,6,1,4,7,7,5,1,2,7,7,7,7,2,7,2,7,6,1,2,1,6,1,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,5,6,6,7,4,6,2,2,3,2,2,3,1,1,6,1,,44,40,3,,2,,1,,,,,,36.3197937,-82.32019806,-1,
R_2mAp4f3aPbdiLcN,Default Response Set,Anonymous,,,70.193.245.138,0,5/8/2016 16:12,5/8/2016 16:18,1,203881,2,,1,,,,,,,,,,1,4,1,2,2,1,1,5,5,2,1,9,,1,6,7,2,2,1,6,6,6,6,7,7,2,2,2,3,3,2,4,4,4,5,4,5,4,7,5,4,3,2,6,2,4,3,3,4,5,3,4,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,1,3,4,5,6,7,1,2,2,2,3,3,3,2,1,4,3,2,10,11,5,,1,,1,,,,,,27.81520081,-82.62550354,-1,
R_8BtTn919qt35hs1,Default Response Set,Anonymous,,,67.45.112.132,0,5/8/2016 17:09,5/8/2016 17:27,1,203904,2,,1,,,,,,,,,,1,6,2,1,3,1,4,4,5,5,4,9,,3,5,4,4,5,5,3,4,1,4,4,2,4,4,5,4,7,4,4,5,5,5,5,4,4,5,4,5,5,3,4,2,4,5,3,3,4,4,3,1,,2,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,3,3,1,2,7,7,7,7,7,7,3,3,3,3,3,3,2,3,2,5,4,1,33,2,,2,1,,,,,,,37.75100708,-97.8219986,-1,
R_7a19bPj2smuS4wR,Default Response Set,Anonymous,,,76.180.158.33,0,5/8/2016 17:46,5/8/2016 17:51,1,203925,2,,1,,,,,,,,,,1,5,4,2,1,3,2,5,5,5,4,9,,4,5,3,4,3,4,3,3,3,5,4,4,4,4,4,5,5,5,4,4,5,4,4,3,3,5,5,4,5,3,4,2,4,5,5,4,4,5,5,3,,2,,3,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,4,3,3,4,3,3,4,2,3,5,3,2,33,23,4,,2,1,,,,,,,43.07080078,-78.82009888,-1,
R_9v45snO5enOH1Hv,Default Response Set,Anonymous,,,100.33.27.142,0,5/8/2016 17:54,5/8/2016 18:08,1,203933,2,,1,,,,,,,,,,1,6,2,2,4,2,5,5,5,5,4,9,,2,5,5,5,6,5,2,5,5,4,4,6,5,5,5,4,7,6,2,6,6,7,6,5,2,6,5,6,5,4,6,2,6,4,5,5,6,6,6,1,,2,,3,1,,,,,,,,,,,,,,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,3,3,5,3,4,4,1,2,2,2,1,33,38,3,,2,,1,,,,,,40.60240173,-73.76370239,-1,
R_eu5Q2hdgjwotJL7,Default Response Set,Anonymous,,,104.32.207.242,0,5/8/2016 18:34,5/8/2016 18:37,1,203959,2,,1,,,,,,,,,,1,4,2,1,1,1,2,5,5,5,1,9,,3,4,6,6,5,5,3,4,7,5,6,6,4,5,3,3,6,6,5,6,4,6,7,4,5,5,5,6,5,5,3,2,6,7,6,5,5,5,5,2,,2,,5,1,,,,,,,,,,,,,,2,1,2,1,2,1,2,1,1,5,,,,,,,2,3,5,2,6,7,1,1,6,3,2,5,20,6,,1,,1,,,,,,33.97819519,-117.9039993,-1,
R_3eHZXq2Xt06xvbT,Default Response Set,Anonymous,,,73.84.240.86,0,5/8/2016 19:11,5/8/2016 19:22,1,203983,2,,1,,,,,,,,,,1,5,1,2,2,1,4,5,5,5,3,9,,4,6,5,2,3,4,1,2,7,6,7,6,2,6,6,6,4,6,2,6,6,6,6,2,5,7,5,2,7,1,7,2,4,6,5,2,6,6,6,3,,1,,5,1,,,,,,,,,,,,,,3,3,3,3,1,3,2,3,1,5,,,,,,,1,1,1,1,1,1,2,1,6,2,1,10,29,3,,2,1,,,,,,,26.13909912,-80.12950134,-1,
R_8cOLXVqAHA4YFxP,Default Response Set,Anonymous,,,172.248.57.65,0,5/8/2016 19:38,5/8/2016 19:44,1,204005,2,,1,,,,,,,,,,1,5,3,3,3,2,3,5,5,5,3,9,,6,7,4,1,2,1,1,6,6,7,1,5,1,7,7,7,7,4,1,3,5,7,2,1,2,7,1,3,7,2,7,2,7,7,3,3,1,4,4,1,,4,,4,1,,,,,,,,,,,,,,3,2,3,2,1,2,2,2,1,1,7,7,7,7,7,7,4,1,4,2,3,2,1,1,5,2,1,5,25,4,,2,1,,,,,,,33.81610107,-117.9794006,-1,
R_eOQu3JgCefBS9gN,Default Response Set,Anonymous,,,166.177.187.21,0,5/8/2016 19:34,5/8/2016 19:47,1,204000,2,,1,,1,,,,,,,,,3,2,3,1,1,3,5,4,5,3,9,,5,7,1,4,5,3,3,4,7,5,1,2,4,5,5,6,7,2,3,6,3,6,4,3,5,5,2,4,4,1,6,2,3,7,2,3,5,5,2,1,,4,,3,1,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,1,4,5,3,5,4,4,4,3,3,4,5,2,2,2,2,6,4,1,34,6,2,,2,1,,,,,,,37.75100708,-97.8219986,-1,
R_28Y0yS70HXEtTUh,Default Response Set,Anonymous,,,67.84.171.51,0,5/8/2016 20:01,5/8/2016 20:07,1,204026,2,,1,,,,,,,,1,,,6,2,2,1,2,1,5,5,5,3,9,,7,7,3,3,7,1,2,2,6,6,4,7,4,6,6,6,6,6,2,7,5,6,6,3,2,6,4,6,6,6,6,2,6,6,5,2,3,6,5,1,,4,,2,1,,,,,,,,,,,,,,2,3,2,1,1,3,2,1,1,3,4,4,5,4,4,4,3,3,3,3,3,3,2,1,8,2,1,33,39,4,,2,1,,,,,,,41.54580688,-73.78150177,-1,
R_2sEDi13oNZbk3fn,Default Response Set,Anonymous,,,99.18.108.213,0,5/8/2016 20:15,5/8/2016 20:22,1,204040,2,,1,,1,,,,,,,,,4,3,2,3,2,2,5,5,5,3,9,,4,4,4,4,5,4,4,4,4,4,4,7,4,4,4,4,4,4,4,7,4,4,5,4,4,5,4,4,4,6,4,2,4,4,4,3,4,4,5,1,,1,,4,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,3,3,3,3,3,3,2,1,4,1,,5,17,5,,2,1,,,,,,,38.69610596,-121.5610046,-1,
R_dpC5ps1NsP8w3QN,Default Response Set,Anonymous,,,76.89.131.10,0,5/8/2016 20:20,5/8/2016 20:32,1,204044,2,,1,,,,,,,,,,1,4,1,1,1,5,1,5,5,1,1,9,,7,7,7,1,7,1,1,1,7,7,1,7,7,7,7,7,7,7,1,7,7,7,7,1,7,7,1,7,7,7,7,2,7,7,7,7,7,7,7,1,,1,,1,1,,,,,,,,,,,,,,1,2,1,1,2,1,2,2,2,1,1,2,3,4,5,6,1,2,3,4,5,6,1,1,4,2,2,5,11,2,,2,1,,,,,,,34.15390015,-117.9918976,-1,
R_cuOslJwKDzRkhxz,Default Response Set,Anonymous,,,204.195.161.53,0,5/8/2016 21:01,5/8/2016 21:08,1,204068,2,,1,,,,,,,,,,1,6,2,1,3,1,2,5,5,5,3,9,,4,4,4,4,7,4,4,4,4,4,4,7,4,4,4,4,4,4,4,7,4,5,7,4,4,4,7,4,4,5,4,2,4,4,4,4,4,4,4,1,,2,,6,1,,,,,,,,,,,,,,2,3,2,1,2,2,3,1,2,5,,,,,,,4,4,4,4,4,4,2,2,3,4,1,39,38,2,,2,1,,,,,,,40.31059265,-78.88020325,-1,
R_5uQhRr7YcCVmtRb,Default Response Set,Anonymous,,,24.91.244.80,0,5/8/2016 21:12,5/8/2016 21:22,1,204075,1,1,1,,,,,,,,,,1,6,2,1,1,1,1,5,5,5,2,9,,7,1,6,4,7,6,4,6,6,5,4,5,5,4,4,5,6,5,6,7,5,6,6,5,6,2,7,7,6,5,3,2,1,5,6,6,6,6,6,1,,2,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,2,1,3,2,2,3,1,2,1,3,3,4,4,6,4,1,6,6,4,2,22,37,3,,2,1,,,,,,,41.66229248,-71.01069641,-1,
R_07hoa7NiwvgGg9T,Default Response Set,Anonymous,,,108.78.242.209,0,5/8/2016 21:34,5/8/2016 21:51,1,204093,2,,1,,,,,,,,,,1,6,2,1,1,2,3,5,5,5,3,9,,6,6,2,5,7,2,1,2,7,6,2,1,3,5,6,6,1,3,2,7,6,7,6,2,5,6,3,6,6,1,6,2,5,7,2,5,6,5,2,1,,2,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,2,2,2,2,2,2,1,4,1,,23,35,5,,2,1,,,,,,,42.05690002,-86.45629883,-1,
R_bEBTb1QLqgWh1GJ,Default Response Set,Anonymous,,,65.24.211.217,0,5/8/2016 21:50,5/8/2016 21:58,1,204110,2,,1,,,,,,,,,,1,4,2,1,1,2,3,5,5,5,4,9,,3,7,5,2,7,6,,5,3,3,5,4,3,3,5,6,2,3,2,7,5,4,7,1,2,5,7,6,3,7,2,2,5,2,6,7,3,5,7,1,,5,Chase  ,4,1,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,1,5,,,,,,,1,1,1,1,1,1,2,3,4,4,3,36,15,4,,1,,,,,,1,Colombian  ,40.08529663,-82.97519684,-1,
R_bg8uqWlkXVjGUBv,Default Response Set,Anonymous,,,108.69.60.196,0,5/8/2016 22:19,5/8/2016 22:23,1,204134,2,,1,,,,,,,,,,1,4,2,1,1,2,1,5,5,5,4,9,,4,4,4,4,7,4,4,4,4,4,4,7,4,4,4,4,5,4,4,7,4,4,6,4,4,4,5,4,4,2,5,2,4,4,4,3,4,5,5,1,,4,,3,1,,,,,,,,,,,,,,3,2,3,1,1,2,2,2,1,5,,,,,,,1,1,1,1,1,1,2,1,5,4,3,10,14,4,,2,1,,,,,,,28.99699402,-81.0562973,-1,
R_1Gmpk5AoKhW8SAB,Default Response Set,Anonymous,,,66.44.52.56,0,5/8/2016 22:28,5/8/2016 22:35,1,204143,2,,1,,,,,,,,,,1,5,2,1,1,1,2,5,5,5,2,9,,7,7,3,7,7,1,7,6,5,2,5,6,7,1,2,1,7,7,6,7,7,6,6,7,1,2,6,7,2,6,2,2,7,7,2,1,7,7,7,1,,1,,5,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,1,1,1,1,1,1,2,6,4,1,9,22,4,,2,,1,,,,,,38.85899353,-76.9720993,-1,
R_4OC3LWx9c2EeXC5,Default Response Set,Anonymous,,,76.94.129.15,0,5/8/2016 22:55,5/8/2016 23:06,1,204168,1,1,1,,,,,,,,,,1,5,1,1,2,1,2,5,2,5,2,9,,7,7,6,7,5,7,7,1,6,7,4,4,7,7,7,7,7,6,6,7,6,7,6,6,7,7,7,7,7,6,7,2,7,6,6,6,7,6,5,1,,2,,1,1,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,1,5,,,,,,,1,1,1,1,2,1,1,1,3,3,2,5,25,3,,1,,1,,,,,,33.96380615,-118.2733994,-1,
R_bQoukhSIrSa7QKp,Default Response Set,Anonymous,,,75.130.55.142,0,5/8/2016 23:39,5/8/2016 23:48,1,204205,2,,1,,,,,,,,,,1,6,3,2,3,2,3,5,5,5,3,9,,7,7,1,2,6,1,1,1,7,7,1,5,2,6,7,6,7,4,1,6,7,7,4,1,6,7,1,5,7,4,7,2,7,7,1,4,3,5,2,1,,4,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,3,4,7,6,6,7,7,7,3,2,4,3,2,2,1,3,1,2,1,44,39,4,,2,1,,,,,,,36.3197937,-82.32019806,-1,
R_8zZS0QTFbShr52J,Default Response Set,Anonymous,,,98.88.68.228,0,5/8/2016 23:51,5/8/2016 23:56,1,204219,2,,1,,,,,,,,,,1,2,2,1,2,1,3,5,5,5,2,9,,5,7,3,1,6,1,1,1,4,7,3,6,3,6,6,6,7,7,1,7,7,6,5,1,2,6,4,3,6,4,7,2,7,6,1,1,5,7,7,1,,3,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,2,2,5,,,,,,,1,1,1,1,1,1,1,4,4,4,2,11,4,2,,2,1,,,,,,,32.57989502,-84.83329773,-1,
