V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.7,Q11.8,Q11.8_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_37RtsMirPql0T5j,Default Response Set,Anonymous,,,195.77.203.210,0,5/6/2016 5:46,5/6/2016 6:40,1,601860,2,,1,,,,,,,,,,1,5,2,1,2,1,5,5,5,5,3,5,,6,5,4,4,5,5,2,4,5,5,4,3,3,4,5,5,5,5,3,4,5,5,5,5,3,5,3,5,3,4,4,2,5,6,4,3,4,5,4,1,,3,,,,5,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,2,2,2,3,4,3,1,1,5,4,3,24,2,,40.41650391,-3.702606201,-1
R_4GU9J5tW0qSXZlz,Default Response Set,Anonymous,,,217.217.149.198,0,5/6/2016 6:17,5/6/2016 6:41,1,601970,2,,1,,,,,,,,,,1,5,1,1,2,1,2,5,5,5,3,5,,5,7,5,2,7,2,2,3,5,6,3,6,1,4,7,6,7,5,2,7,6,7,6,2,5,6,2,4,6,6,6,2,6,7,3,4,6,5,5,1,,1,,,,,,,,,,,,,,,5,1,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,2,2,2,2,2,2,1,4,4,2,1,23,3,,37.7723999,-3.790100098,-1
R_5yzn8Q6NiSKew9n,Default Response Set,Anonymous,,,81.202.69.19,0,5/6/2016 6:17,5/6/2016 6:41,1,601973,2,,1,,,,,,,,,,1,6,1,1,2,2,5,5,5,5,4,5,,3,4,4,4,6,4,4,4,1,4,4,1,,4,7,4,7,7,4,7,4,4,7,4,2,7,5,7,7,1,7,2,4,4,4,6,4,6,6,1,,1,,,,4,1,,,,,,,,,,,,3,1,3,2,1,3,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,38,2,,39.46670532,-0.366699219,-1
R_86QwECQ0aCmbe1T,Default Response Set,Anonymous,,,212.145.136.143,0,5/6/2016 6:35,5/6/2016 6:41,1,602025,2,,1,,,,,,,,,,1,5,3,1,1,4,5,5,5,5,3,5,,4,5,5,1,5,5,1,1,5,6,3,5,3,3,7,7,7,7,2,6,5,6,6,1,2,6,6,6,6,2,6,2,6,7,2,1,5,6,6,1,,1,,,,,,3,1,,,,,,,,,,2,2,3,2,1,2,3,1,1,5,,,,,,,1,1,1,1,1,1,2,1,4,3,3,27,4,,40.41720581,-3.684005737,-1
R_dgRozm9G7UT1TLf,Default Response Set,Anonymous,,,89.7.229.55,0,5/6/2016 6:33,5/6/2016 6:42,1,602022,2,,1,,,,,,,,,,1,5,2,1,1,3,4,5,5,5,3,5,,6,5,4,1,7,1,2,2,3,7,4,3,3,5,5,5,6,4,3,7,6,5,6,,6,7,4,3,7,5,7,2,5,5,4,1,4,7,7,1,,1,,4,1,,,,,,,,,,,,,,2,3,3,2,1,3,3,3,1,5,,,,,,,3,3,3,3,3,3,1,1,4,2,1,22,3,,41.65609741,-0.877304077,-1
R_behWrYGzTDnRexn,Default Response Set,Anonymous,,,88.7.61.152,0,5/6/2016 6:34,5/6/2016 6:42,1,602024,2,,1,,,,,,,,,,1,5,2,2,3,3,4,5,5,5,5,5,,4,6,3,2,7,4,1,3,2,5,2,4,3,5,5,6,6,5,2,6,6,5,7,2,4,6,4,5,6,2,7,2,3,6,2,3,5,5,5,1,,1,,,,5,1,,,,,,,,,,,,2,2,2,1,2,1,3,1,1,5,,,,,,,2,2,2,3,4,3,1,1,3,1,,25,4,,42.81689453,-1.643203735,-1
R_bdT844o2Fs0zaYt,Default Response Set,Anonymous,,,151.236.23.201,0,5/6/2016 6:33,5/6/2016 6:42,1,602018,2,,1,,,,,,,,,,1,5,1,1,1,1,5,5,5,5,3,5,,5,6,3,4,1,3,2,4,5,4,2,2,2,4,6,6,3,6,2,5,5,5,6,4,2,5,5,7,6,2,6,2,5,6,5,1,4,6,6,1,,1,,,,,,,,3,3,3,3,3,2,1,,,1,1,1,2,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,5,4,3,28,4,,40.41720581,-3.684005737,-1
R_efaFShsXrBeZLxz,Default Response Set,Anonymous,,,47.62.162.157,0,5/6/2016 6:35,5/6/2016 6:43,1,602030,2,,1,,,,,,,,,,1,6,1,2,2,1,4,5,5,5,3,5,,3,5,5,3,6,6,3,2,3,5,1,4,2,4,5,5,7,5,4,6,5,5,7,3,3,5,3,5,5,4,4,2,5,6,5,5,4,5,4,1,,1,,,,,,,,,,,,,,,4,1,2,2,2,1,1,1,2,1,1,4,6,4,5,6,5,6,4,4,4,3,3,3,2,1,2,1,,34,4,,40.41650391,-3.702606201,-1
R_8nNGkY446lbkw4d,Default Response Set,Anonymous,,,46.222.22.76,0,5/6/2016 6:32,5/6/2016 6:43,1,602014,2,,1,,,,,,,,,,1,5,2,1,1,1,1,5,5,5,3,5,,6,7,4,3,6,1,3,3,6,4,2,5,4,5,4,4,7,5,3,5,5,5,6,3,4,6,2,6,7,5,6,2,6,6,2,5,4,5,6,1,,1,,6,1,,,,,,,,,,,,,,3,3,3,1,1,1,2,3,1,4,5,5,5,5,5,5,2,2,2,2,2,2,1,1,3,3,2,29,2,,40.41720581,-3.684005737,-1
R_3rd5LNP5iZQA181,Default Response Set,Anonymous,,,88.5.92.105,0,5/6/2016 6:33,5/6/2016 6:43,1,602023,2,,1,,,,,,,,,,1,3,1,1,1,2,3,5,5,5,2,5,,6,6,4,3,5,3,1,3,3,6,3,5,3,5,6,6,6,4,3,5,6,5,4,3,4,7,3,5,6,5,6,2,5,6,3,5,4,5,5,1,,1,,,,5,1,,,,,,,,,,,,3,3,2,1,1,3,1,3,1,4,4,4,4,4,4,4,3,3,4,4,4,4,2,4,6,4,1,8,4,,37.1882019,-3.606704712,-1
R_3C1o7fV0dk8w3Wt,Default Response Set,Anonymous,,,84.120.245.83,0,5/6/2016 6:36,5/6/2016 6:43,1,602034,2,,1,,,,,,,,,,1,3,2,1,1,1,4,5,5,5,3,5,,5,6,4,3,6,3,2,3,5,5,3,6,3,5,6,6,7,6,3,6,6,5,6,3,3,6,6,5,6,3,6,2,6,5,3,3,5,6,5,1,,1,,4,1,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,5,,,,,,,1,2,2,2,2,3,2,6,5,4,1,9,4,,38.34519958,-0.481506348,-1
R_d7re0R7CiB560Hb,Default Response Set,Anonymous,,,80.34.11.208,0,5/6/2016 6:33,5/6/2016 6:44,1,602020,2,,1,,,,,,,,,,1,5,2,1,1,2,4,5,5,5,2,5,,7,7,7,4,7,5,5,5,5,4,5,5,3,4,5,5,7,7,5,7,7,7,7,5,3,5,3,7,4,7,5,2,5,7,2,3,7,7,7,1,,4,,,,,,2,1,,,,,,,,,,2,2,2,1,2,1,2,1,2,1,3,2,2,2,3,3,1,1,1,2,1,1,1,2,4,4,2,29,3,,36.79200745,-3.205001831,-1
R_0qPEgvL9pbstok5,Default Response Set,Anonymous,,,88.21.54.83,0,5/6/2016 6:33,5/6/2016 6:44,1,602019,2,,1,,,,,,,,,,1,5,1,1,1,1,4,5,5,5,3,5,,6,7,2,2,5,1,2,3,5,6,1,4,4,5,6,6,7,5,2,5,7,6,6,2,4,6,2,6,7,5,6,2,6,6,2,3,3,5,5,1,,1,,,,,,2,1,,,,,,,,,,3,3,3,3,2,1,2,1,1,5,,,,,,,1,2,2,2,4,3,2,2,4,1,,29,5,,40.41650391,-3.702606201,-1
R_e9fAMCgs3c5Y7DT,Default Response Set,Anonymous,,,217.127.142.247,0,5/6/2016 6:18,5/6/2016 6:44,1,601974,2,,1,,,,,,,,,,1,4,2,1,1,1,3,3,5,5,2,5,,4,6,5,2,7,3,3,3,4,5,4,4,3,3,4,5,7,5,4,6,6,5,6,3,4,5,5,4,5,4,6,2,5,6,4,4,4,6,4,1,,1,,,,,,,,2,2,2,2,2,4,1,,,2,2,2,1,1,1,2,1,1,5,,,,,,,2,2,2,2,2,2,2,2,2,4,3,19,4,,43.53100586,-7.047393799,-1
R_887AkyBneagSsRv,Default Response Set,Anonymous,,,88.12.28.114,0,5/6/2016 6:37,5/6/2016 6:44,1,602035,2,,1,,,,,,,,,,1,8,1,2,3,3,3,5,5,5,1,5,,6,7,5,1,4,5,1,4,6,6,2,5,2,6,6,1,6,6,2,4,5,5,6,2,1,7,5,5,7,2,6,2,5,6,2,2,3,6,3,1,,1,,,,,,,,2,2,2,2,2,6,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,3,4,3,5,5,5,1,5,3,3,1,55,2,,41.38879395,2.158996582,-1
R_9EpS71rW0zLUGJn,Default Response Set,Anonymous,,,37.222.52.136,0,5/6/2016 6:20,5/6/2016 6:45,1,601981,2,,1,,,,,,,,,,1,5,1,1,1,2,4,5,5,5,3,5,,2,6,3,3,7,5,3,3,2,3,6,5,3,2,6,2,7,6,5,7,5,6,7,6,3,3,3,7,3,5,5,2,6,3,3,2,6,7,6,3,,1,,,,,,,,,,,,,,,3,1,2,1,2,1,1,1,1,1,1,4,2,2,3,2,4,4,1,1,1,1,1,1,2,1,1,4,1,23,2,,37.33790588,-5.839492798,-1
R_ealUDzTc4YRt3et,Default Response Set,Anonymous,,,2.155.51.209,0,5/6/2016 6:39,5/6/2016 6:45,1,602039,2,,1,,,,,,,,,,1,5,1,1,2,1,4,5,5,4,2,5,,4,6,5,3,6,2,2,2,6,2,3,2,1,7,6,7,7,3,2,6,6,5,5,6,2,6,3,6,6,6,6,2,6,6,3,3,5,7,4,1,,1,,,,5,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,4,3,4,5,4,4,5,3,4,4,4,4,2,6,3,4,3,30,4,,37.76919556,-3.790298462,-1
R_3xZt1DJAqGNajFX,Default Response Set,Anonymous,,,83.49.172.65,0,5/6/2016 6:37,5/6/2016 6:45,1,602037,2,,1,,,,,,,,,,1,4,1,1,2,1,1,5,4,5,2,5,,6,5,4,6,7,2,2,6,4,5,4,2,4,4,5,5,7,6,2,6,6,5,6,6,4,7,4,7,7,7,4,2,6,6,2,5,2,6,2,1,,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,4,1,2,2,1,4,1,1,1,1,1,1,1,2,2,2,3,2,11,2,,28.46020508,-16.28059387,-1
R_9vIYyZf0XA6scex,Default Response Set,Anonymous,,,83.41.114.193,0,5/6/2016 6:28,5/6/2016 6:46,1,602003,2,,1,,,1,,,,,,,,4,2,1,1,1,2,3,5,5,1,5,,3,5,6,4,6,2,2,3,4,5,2,4,3,6,6,7,7,6,3,6,7,6,6,3,4,7,6,7,5,6,4,2,7,1,2,3,5,6,6,1,,1,,,,,,,,4,3,3,2,3,5,1,,,2,3,3,3,1,3,2,1,1,4,5,4,3,3,4,5,4,3,4,4,2,3,1,1,5,2,1,15,4,,41.98309326,2.824905396,-1
R_8IBQ9MnsZJetEy1,Default Response Set,Anonymous,,,47.62.76.125,0,5/6/2016 6:36,5/6/2016 6:47,1,602033,2,,1,,,,,,,,,,1,6,1,1,1,1,4,5,5,5,3,5,,6,7,3,2,7,5,3,2,5,4,2,4,2,6,4,6,7,3,3,7,7,7,7,2,1,5,7,6,5,5,6,2,6,7,1,2,5,7,7,1,,1,,6,1,,,,,,,,,,,,,,3,3,3,3,2,1,2,1,1,5,,,,,,,1,1,1,1,2,1,1,1,3,3,2,40,2,,37.38240051,-5.976104736,-1
R_9t6bl8n4e0g6U9n,Default Response Set,Anonymous,,,79.109.93.42,0,5/6/2016 6:40,5/6/2016 6:47,1,602041,2,,1,,,,,,,,,,1,5,1,1,1,1,3,5,5,5,3,5,,5,5,4,3,4,5,2,3,4,5,4,4,3,4,5,5,5,3,3,5,5,5,5,4,5,6,4,5,5,5,5,2,4,6,3,4,5,4,5,1,,1,,,,,,,,3,3,3,3,3,5,1,,,2,1,2,1,1,2,3,1,1,4,4,4,4,4,4,4,3,3,3,3,4,4,2,3,4,4,3,27,4,,42.35020447,-3.675292969,-1
R_etvwXgcUwruV3Ux,Default Response Set,Anonymous,,,95.16.14.177,0,5/6/2016 6:35,5/6/2016 6:49,1,602028,2,,1,,,,,,,,,,1,6,1,1,1,1,3,5,5,5,3,5,,2,6,2,3,4,2,2,2,4,6,2,4,2,6,6,6,7,4,3,6,5,6,6,2,4,6,3,5,6,4,6,2,5,6,2,4,2,4,4,6,,1,,,,,,4,1,,,,,,,,,,3,3,3,3,3,3,2,3,1,4,4,4,4,4,4,4,3,4,4,3,3,3,2,6,4,3,2,32,3,,40.2124939,-3.854797363,-1
R_2sh7zxykksoOPdj,Default Response Set,Anonymous,,,81.37.151.122,0,5/6/2016 6:40,5/6/2016 6:49,1,602040,2,,1,,,,,,,,,,1,2,1,2,1,2,1,4,5,5,3,5,,4,6,5,3,5,2,3,4,6,5,4,5,5,5,4,5,7,7,5,6,4,4,4,5,2,5,6,5,5,5,5,2,6,7,5,2,4,6,7,1,,1,,,,,,2,1,,,,,,,,,,2,2,2,2,1,2,1,1,1,3,3,3,3,3,3,4,2,1,2,1,2,1,2,4,4,4,1,4,2,,40.41650391,-3.702606201,-1
R_bkGGCdRxFZ3ZHql,Default Response Set,Anonymous,,,81.33.140.177,0,5/6/2016 5:59,5/6/2016 6:52,1,601910,2,,1,,,1,,,,,,,,3,2,1,1,1,5,5,5,5,1,5,,5,5,6,5,7,6,2,3,3,5,4,2,5,4,6,5,6,6,4,7,5,2,7,5,3,6,6,6,5,7,4,2,5,5,6,6,5,6,6,1,,1,,,,2,1,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,5,,,,,,,1,3,1,3,2,2,2,1,4,4,2,8,5,,42.00959778,-4.524093628,-1
R_bvaEW8M9AhvgkXb,Default Response Set,Anonymous,,,83.59.100.201,0,5/6/2016 6:45,5/6/2016 6:52,1,602047,2,,1,,,,,,,,,,1,6,3,2,2,3,2,2,5,5,3,5,,6,7,3,4,6,2,2,3,6,6,3,4,3,5,5,5,7,7,3,7,5,5,6,3,1,5,5,6,6,4,6,2,6,7,6,2,6,6,7,1,,3,,,,3,1,,,,,,,,,,,,3,2,3,1,1,2,2,2,1,5,,,,,,,2,2,2,2,2,2,2,1,3,2,1,37,2,,40.41650391,-3.702606201,-1
R_a3sGNwVMpq3ew0R,Default Response Set,Anonymous,,,37.35.229.91,0,5/6/2016 6:38,5/6/2016 6:54,1,602038,2,,1,,,,,,,,,,1,5,2,2,1,1,1,5,5,5,3,5,,4,6,4,4,4,4,3,3,4,4,2,3,4,4,4,4,4,5,4,4,5,6,6,4,4,5,4,6,5,5,4,2,5,7,3,3,3,5,4,1,,3,,,,,,,,,,,,,,,4,1,3,3,3,3,3,3,3,3,3,5,,,,,,,4,4,4,4,4,4,2,2,4,4,2,29,2,,37.89160156,-4.772705078,-1
R_1HbmQvTi2pDkNLv,Default Response Set,Anonymous,,,84.127.8.169,0,5/6/2016 6:46,5/6/2016 6:55,1,602050,2,,1,,,,,,,,,,1,6,1,1,1,1,3,5,5,5,3,5,,5,7,5,4,7,4,3,2,3,5,4,4,3,5,5,6,7,5,3,6,7,6,6,3,3,5,4,6,6,6,6,2,5,7,4,3,3,6,6,1,,1,,,,,,,,2,2,2,1,1,4,1,,,2,1,3,3,1,3,1,1,1,5,,,,,,,2,2,2,2,2,2,2,3,3,4,1,37,2,,38.39349365,-0.432495117,-1
R_8003dcQwGSAjCD3,Default Response Set,Anonymous,,,79.155.13.110,0,5/6/2016 6:47,5/6/2016 6:55,1,602052,2,,1,,,,,,,,,,1,4,2,1,3,1,3,5,5,5,3,5,,5,6,2,3,6,3,2,3,4,5,3,3,3,6,6,5,7,3,3,5,5,7,5,3,3,6,3,4,6,4,6,2,4,7,3,2,4,5,4,1,,1,,,,,,,,,,,,,,,4,1,1,1,1,2,1,2,1,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,4,1,14,2,,39.46980286,-0.37739563,-1
R_4YiZLKuD8HcE27r,Default Response Set,Anonymous,,,80.30.211.104,0,5/6/2016 6:51,5/6/2016 6:56,1,602071,2,,1,,,,,,,,,,1,5,2,2,1,2,3,5,5,3,3,5,,7,5,4,4,7,2,1,6,4,6,6,6,4,4,4,4,7,5,1,7,7,1,6,3,3,5,4,6,4,7,5,2,4,7,2,2,4,6,6,1,,1,,,,,,,,,,,,,,,4,1,3,3,3,3,3,3,3,3,3,5,,,,,,,1,1,1,1,1,1,2,1,6,2,1,29,2,,43.46470642,-3.804397583,-1
R_etHrQh9413XSCcl,Default Response Set,Anonymous,,,81.36.62.33,0,5/6/2016 6:46,5/6/2016 6:56,1,602051,2,,1,,,,,,,1,,,,5,4,3,1,1,5,5,5,5,3,5,,7,6,2,3,3,2,1,2,5,6,2,2,3,5,5,5,7,5,3,4,6,7,6,3,3,6,5,6,6,5,6,2,5,6,1,5,3,5,3,4,,1,,,,3,1,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,5,,,,,,,2,2,2,2,2,2,2,1,4,2,1,27,4,,41.38879395,2.158996582,-1
R_3IsfZpkzLfvJmpD,Default Response Set,Anonymous,,,83.55.43.252,0,5/6/2016 6:51,5/6/2016 6:57,1,602069,2,,1,,,,,,,,,,1,5,1,1,2,1,3,5,5,5,3,5,,5,5,5,4,5,4,3,4,4,5,4,4,4,4,5,4,5,5,3,6,6,5,5,3,3,5,5,5,5,4,5,2,6,6,6,6,6,6,6,1,,3,,,,,,3,1,,,,,,,,,,2,1,2,1,2,2,1,2,2,5,,,,,,,3,3,3,3,4,4,2,2,5,3,1,26,5,,40.41650391,-3.702606201,-1
R_9o9io6fP7kIeIzX,Default Response Set,Anonymous,,,212.225.226.62,0,5/6/2016 6:50,5/6/2016 6:57,1,602063,2,,1,,,,,,,,,,1,5,4,1,3,2,3,5,5,5,4,5,,1,7,2,1,7,1,1,1,7,7,1,6,1,7,7,7,7,5,1,7,7,7,7,1,7,7,2,7,7,6,7,2,7,7,2,2,2,5,5,1,,1,,,,5,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,4,4,4,4,4,2,1,3,2,1,22,2,,36.72019958,-4.420303345,-1
R_2cpX7WaRMXlC1BX,Default Response Set,Anonymous,,,92.177.177.55,0,5/6/2016 6:50,5/6/2016 6:57,1,602062,2,,1,,,,,,,,,,1,6,1,1,2,1,4,5,5,5,2,5,,6,6,4,2,5,3,1,1,5,6,3,5,2,6,6,6,6,4,1,6,6,6,6,1,4,6,2,6,6,6,6,2,6,6,2,4,4,5,2,1,,1,,,,,,,,3,3,3,3,3,4,1,,,2,2,2,2,2,1,2,1,2,5,,,,,,,4,4,4,4,4,4,2,1,4,4,2,38,2,,40.41650391,-3.702606201,-1
R_diE8KWuTRMvVyct,Default Response Set,Anonymous,,,83.165.102.166,0,5/6/2016 6:48,5/6/2016 6:57,1,602054,2,,1,,,,,,,,1,,,5,1,2,1,1,5,5,5,5,4,5,,5,5,4,7,1,3,7,7,2,7,3,2,3,7,7,7,4,4,2,7,5,,5,2,5,7,6,5,7,2,7,2,3,5,4,6,3,6,6,1,,3,,,,,,2,1,,,,,,,,,,3,2,1,2,2,1,2,2,1,5,,,,,,,1,1,1,1,1,1,2,2,3,4,3,28,2,,42.84809875,-8.618606567,-1
R_7O39ZOuzsTaSM0B,Default Response Set,Anonymous,,,77.225.60.229,0,5/6/2016 6:51,5/6/2016 6:58,1,602066,2,,1,,,,,,,,,,1,4,2,4,3,2,5,5,5,5,4,5,,5,7,2,1,6,1,1,1,5,7,1,2,1,7,7,7,5,5,1,6,5,5,7,1,4,7,4,7,7,5,7,2,7,6,2,3,3,5,5,1,,1,,5,1,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,1,5,,,,,,,2,3,3,4,3,2,2,6,1,2,1,20,5,,43.36659241,-8.406799316,-1
R_0uKCUQw0wetdT81,Default Response Set,Anonymous,,,37.222.215.227,0,5/6/2016 6:51,5/6/2016 6:59,1,602067,2,,1,,,1,,,,,,,,7,1,4,1,2,1,5,5,5,1,5,,7,6,3,3,7,2,2,3,5,7,2,4,4,6,6,6,7,5,2,6,7,6,7,4,4,7,4,4,7,4,7,2,7,6,3,4,3,4,4,4,,1,,,,,,,,,,,,,,,4,1,3,3,3,1,1,3,3,3,1,5,,,,,,,2,2,2,2,4,3,2,1,4,2,1,48,3,,36.79840088,-6.335800171,-1
R_bf7IKWnawwh5g1f,Default Response Set,Anonymous,,,171.24.233.21,0,5/6/2016 5:36,5/6/2016 7:00,1,601813,2,,1,,,,,,,,,,1,3,1,1,3,5,3,5,5,5,3,5,,4,5,4,3,6,2,1,3,4,6,5,6,3,6,6,6,7,6,2,7,6,6,6,3,4,6,3,6,6,5,5,2,6,6,2,2,3,5,5,1,,2,,4,1,,,,,,,,,,,,,,3,2,3,3,3,1,2,1,1,5,,,,,,,2,3,3,3,4,4,2,4,3,3,1,6,2,,41.38879395,2.158996582,-1
R_czH5vJEVNM7wy33,Default Response Set,Anonymous,,,46.35.108.70,0,5/6/2016 6:48,5/6/2016 7:00,1,602056,2,,1,,,,,,,,,,1,6,1,1,1,1,2,5,5,5,2,5,,7,7,2,3,7,1,2,2,1,5,1,4,2,3,5,5,7,7,2,7,7,7,7,3,2,5,5,7,5,6,7,2,7,7,1,1,2,7,6,6,,1,,,,,,3,1,,,,,,,,,,2,1,1,1,2,2,2,1,1,4,4,4,3,4,4,3,1,1,1,1,1,1,1,1,5,4,1,31,3,,35.29370117,-2.938293457,-1
R_0IBKT82jte3SenH,Default Response Set,Anonymous,,,46.26.55.48,0,5/6/2016 6:53,5/6/2016 7:01,1,602077,2,,1,,,,,,,,,,1,6,1,1,1,1,2,5,5,5,3,5,,5,5,4,4,5,2,3,4,3,4,3,4,4,4,4,4,5,5,3,5,4,4,5,3,2,5,5,5,5,4,5,2,4,5,5,2,4,6,5,1,,3,,,,,,,,3,2,3,2,3,4,1,,,2,1,2,2,1,2,1,1,1,4,3,3,4,3,4,4,2,2,2,2,3,3,1,1,6,4,3,37,3,,37.89160156,-4.772705078,-1
R_5cZI4mEwv5fQ5Rr,Default Response Set,Anonymous,,,88.12.35.133,0,5/6/2016 6:51,5/6/2016 7:01,1,602072,2,,1,,1,,,,,,,,,5,3,1,2,1,4,5,5,5,4,5,,6,7,3,3,7,5,1,2,3,7,3,7,1,7,7,7,7,5,1,7,6,5,7,2,4,7,3,7,7,7,7,2,7,4,3,2,3,6,5,1,,1,,,,,,,,,,,,,,,6,1,3,3,3,3,1,3,2,3,1,4,4,4,4,4,4,4,2,2,2,2,4,4,2,1,6,4,3,22,3,,40.41650391,-3.702606201,-1
R_0fkm0jir7gHLrzn,Default Response Set,Anonymous,,,90.106.220.76,0,5/6/2016 6:54,5/6/2016 7:03,1,602080,2,,1,,,,,,,,,,1,6,1,1,1,1,2,5,5,5,1,5,,5,7,2,2,6,2,1,1,4,4,2,6,2,4,6,6,6,4,1,5,6,4,4,1,4,6,2,6,6,4,6,2,6,6,2,4,2,6,4,1,,3,,,,,,3,1,,,,,,,,,,2,3,2,1,1,3,2,1,1,5,,,,,,,1,1,1,2,2,2,2,6,3,3,2,30,4,,40.41720581,-3.684005737,-1
R_6VvLZwi8j4vDq0l,Default Response Set,Anonymous,,,81.203.249.210,0,5/6/2016 6:53,5/6/2016 7:03,1,602075,2,,1,,,,,,,,1,1,,5,1,1,1,1,2,5,5,5,1,5,,5,6,5,2,7,2,2,3,2,6,3,4,1,5,7,6,6,7,1,7,6,6,7,2,4,6,5,6,5,6,6,2,5,6,5,2,2,6,5,1,,1,,,,2,1,,,,,,,,,,,,2,2,2,1,1,2,3,2,2,5,,,,,,,1,1,1,1,1,1,2,3,4,3,2,23,3,,39.2026062,-0.311096191,-1
R_9XB4eoCMlIv8Gi1,Default Response Set,Anonymous,,,178.60.227.65,0,5/6/2016 6:56,5/6/2016 7:04,1,602088,2,,1,,,,,,,,1,,,7,2,1,1,1,4,3,5,5,3,5,,7,7,3,2,5,1,1,1,6,7,1,5,1,7,7,7,7,6,2,6,7,5,6,2,1,7,5,1,7,4,7,2,7,7,3,3,1,6,5,1,,1,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,2,7,7,7,7,7,7,2,3,3,3,2,2,1,2,4,3,2,41,2,,40.41720581,-3.684005737,-1
R_06caMIquLuQOceN,Default Response Set,Anonymous,,,79.151.29.100,0,5/6/2016 6:58,5/6/2016 7:04,1,602096,2,,1,,,,,,,,,,1,6,2,2,1,2,5,5,5,5,5,5,,4,5,4,4,7,4,2,4,4,4,4,5,4,5,6,5,6,5,4,7,5,4,4,4,3,6,4,4,6,6,6,2,5,5,4,2,4,5,5,1,,1,,,,,,4,1,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,4,4,4,4,4,4,2,2,1,2,1,34,2,,40.41650391,-3.702606201,-1
R_aVnvpghpEY3AS6p,Default Response Set,Anonymous,,,95.63.103.176,0,5/6/2016 7:00,5/6/2016 7:06,1,602097,2,,1,,,,,,,,,,1,5,2,3,2,3,5,5,5,5,3,5,,6,7,6,2,6,2,1,2,7,7,4,2,2,7,7,7,7,7,1,6,7,7,7,2,4,7,5,7,7,6,7,2,7,7,3,3,4,7,7,1,,2,,,,5,1,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,2,2,4,3,4,4,1,2,3,2,1,23,2,,42.02760315,2.818695068,-1
R_aYkmRaVTg1wbJrL,Default Response Set,Anonymous,,,88.6.137.159,0,5/6/2016 5:39,5/6/2016 7:06,1,601829,2,,1,,,,,,,,1,,,5,1,1,1,1,5,5,5,5,3,5,,1,7,1,2,6,1,1,1,5,7,1,4,2,7,7,6,7,5,1,6,4,7,7,3,1,7,2,1,7,3,6,2,6,7,6,3,1,5,6,1,,2,,,,,,,,2,1,3,1,3,6,1,,,3,3,3,1,1,1,2,3,1,5,,,,,,,2,3,2,4,5,5,1,1,2,3,1,29,2,,43.46470642,-3.804397583,-1
